term_id,level,unit,period,region,term,term_type,q1_axis,question_1,answer_1,q2_axis,question_2,answer_2,q3_axis,question_3,answer_3,q4_axis,question_4,answer_4,integrated_question,total_explanation,core_keywords
59,歴史の骨格,初期近代ヨーロッパ史,16世紀〜17世紀,カトリック世界・世界各地,対抗宗教改革,宗教改革・組織改革,定義,対抗宗教改革とは何か？,プロテスタントの拡大に対応し、カトリック教会が内部改革と教勢回復を進めた運動である。,会議,カトリック教会が教義と規律を再確認した1545年開始の会議は何か？,トリエント公会議である。,修道会,教育・布教で大きな役割を果たした新しい修道会は何か？,イグナティウス＝ロヨラが創設したイエズス会である。,影響,対抗宗教改革は、ヨーロッパ外にどのような影響を与えたか？,宣教師がアジア・アメリカへ進出し、カトリック信仰を世界各地へ広げた。,対抗宗教改革について、目的・トリエント公会議・イエズス会・世界布教を説明せよ。,対抗宗教改革は、宗教改革に対応してカトリック教会が進めた内部改革と教勢回復の運動である。トリエント公会議で教義と聖職者規律を再確認し、イエズス会が教育と布教を担った。ヨーロッパでカトリック勢力を立て直し、アジア・アメリカへの布教も拡大した。,カトリック改革;トリエント公会議;イエズス会;ロヨラ;教育;海外布教
60,歴史の骨格,初期近代ヨーロッパ史,16世紀〜17世紀,ヨーロッパ,科学革命,知的変革,定義,科学革命とは何か？,自然を権威ある古典だけでなく、観察・実験・数学によって説明しようとする方法が発達した変化である。,天文学,地動説を体系的に唱えた人物は誰か？,コペルニクスである。,方法,ガリレオやニュートンの研究に共通する重要な方法は何か？,観察や実験を行い、自然現象を数学的法則で表す方法である。,影響,科学革命は、ヨーロッパの世界観にどのような変化を与えたか？,自然は普遍的な法則に従い、人間の理性で理解できるという考えを強め、啓蒙思想にも影響した。,科学革命について、研究方法・代表的人物・世界観への影響を説明せよ。,科学革命は、16〜17世紀のヨーロッパで、自然を観察・実験・数学によって説明する近代科学の方法が成立した変化である。コペルニクスの地動説、ガリレオの観測、ニュートンの力学などにより、自然は普遍的法則に従うという世界観が広まり、啓蒙思想にも影響した。,コペルニクス;地動説;ガリレオ;観察;実験;ニュートン;数学
61,歴史の骨格,初期近代ヨーロッパ史,16世紀〜18世紀,ヨーロッパ,絶対王政,政治体制,定義,絶対王政とは何か？,国王が官僚・常備軍・徴税制度を整え、政治権力を中央へ集中させた近世ヨーロッパの君主政である。,背景,絶対王政が成立した背景には、どのような社会変化があったか？,封建領主の力の低下、商業発展、戦争の大規模化によって、中央集権的な国家が必要になった。,代表,絶対王政の代表的な君主として知られるフランス王は誰か？,ルイ14世である。,限界,絶対王政の国王は、本当に何の制約も受けなかったのか？,いいえ。身分制議会、地方特権、慣習法、財政事情など多くの制約を受けた。,絶対王政について、成立背景・統治手段・代表例・限界を説明せよ。,絶対王政は、16〜18世紀のヨーロッパで、国王が官僚・常備軍・徴税制度を整え、権力を中央へ集中させた政治体制である。フランスのルイ14世が代表例とされる。王権神授説で正当化されたが、地方特権や身分制、財政などの制約も残った。,中央集権;官僚;常備軍;徴税;ルイ14世;王権神授説
62,歴史の骨格,初期近代ヨーロッパ史,16世紀〜18世紀,ヨーロッパ諸国と植民地,重商主義,経済政策,定義,重商主義とは何か？,国家の富と軍事力を増すため、貿易と産業を政府が積極的に管理した経済政策である。,目的,重商主義政策が金銀の蓄積や輸出増加を重視したのはなぜか？,貿易黒字と貴金属を国家の富・戦争遂行力の源と考えたから。,政策,重商主義国家が行った代表的な政策は何か？,輸入関税、輸出産業の保護、特許会社、植民地貿易の独占などである。,影響,重商主義は、植民地支配とどのように結びついたか？,植民地を原料供給地と本国製品の市場に組み込み、国家間の海外競争を激化させた。,重商主義について、目的・政策・植民地との関係・国家間競争への影響を説明せよ。,重商主義は、16〜18世紀にヨーロッパ諸国が国家の富と軍事力を高めるために採用した経済政策である。輸出産業を保護し、輸入を制限し、特許会社と植民地貿易を管理した。植民地を原料供給地と市場に組み込み、海上覇権と植民地をめぐる競争を強めた。,貿易黒字;金銀;保護関税;特許会社;植民地;国家競争
63,歴史の骨格,初期近代ヨーロッパ史,17世紀,イングランド,イギリス革命,政治革命,背景,イギリス革命で国王と議会が対立した主な争点は何か？,課税、宗教、軍隊、国王が議会を無視して統治できるかという問題だった。,内戦,清教徒革命の内戦で議会派を率いた人物は誰か？,オリヴァー＝クロムウェルである。,王政復古後,1688年、議会が国王を追放して新国王を迎えた革命を何というか？,名誉革命である。,結果,イギリス革命は、政治体制をどのように変えたか？,権利章典によって議会の優位を確認し、立憲君主政の基礎を築いた。,イギリス革命について、国王と議会の対立・内戦・名誉革命・結果を説明せよ。,イギリス革命は、17世紀に国王と議会が課税・宗教・統治権をめぐって争った一連の革命である。清教徒革命では国王チャールズ1世が処刑され、のちに王政復古を経て1688年の名誉革命が起きた。権利章典によって議会主権と立憲君主政の基礎が確立した。,清教徒革命;クロムウェル;チャールズ1世;名誉革命;権利章典;立憲君主政
64,歴史の骨格,初期近代ヨーロッパ史,17世紀後半〜18世紀,ヨーロッパ・大西洋世界,啓蒙思想,思想運動,定義,啓蒙思想とは何か？,理性によって社会・政治・宗教を批判し、人間の自由と進歩を追求した思想運動である。,権利,啓蒙思想家が重視した、人が生まれながらに持つ権利を何というか？,自然権である。,政治思想,権力分立を説いた思想家は誰か？,モンテスキューである。,影響,啓蒙思想は、18世紀後半のどのような歴史的変化に影響したか？,啓蒙専制君主の改革、アメリカ独立革命、フランス革命などに影響した。,啓蒙思想について、理性・自然権・代表的思想家・革命への影響を説明せよ。,啓蒙思想は、17世紀後半から18世紀に、理性を用いて絶対王政・宗教的権威・旧来の身分制度を批判した思想運動である。ロックの自然権、モンテスキューの権力分立、ルソーの人民主権などが、アメリカ独立革命とフランス革命の理念に影響した。,理性;自然権;ロック;モンテスキュー;ルソー;人民主権
65,歴史の骨格,市民革命・産業化・国民国家,1775年〜1783年,北アメリカ,アメリカ独立革命,政治革命,背景,北米13植民地がイギリスに反発した中心的な理由は何か？,議会に代表を送れないまま課税されることや、本国の統制強化に反発した。,宣言,アメリカ独立宣言は、いつ採択されたか？,1776年7月4日に採択された。,思想,独立宣言には、どのような啓蒙思想が表れたか？,人間の平等、自然権、人民が政府を変える権利などが表れた。,結果,独立戦争の結果、何が成立したか？,1783年にイギリスが独立を承認し、のちに合衆国憲法を持つ連邦共和国が成立した。,アメリカ独立革命について、原因・独立宣言・啓蒙思想・結果を説明せよ。,アメリカ独立革命は、北米13植民地がイギリスの課税と統制に反発し、1775年から独立戦争を戦った革命である。1776年の独立宣言は自然権と人民主権を掲げた。1783年に独立が承認され、のちに連邦制・権力分立にもとづくアメリカ合衆国が成立した。,13植民地;代表なくして課税なし;1776年;独立宣言;自然権;連邦共和国
66,歴史の骨格,市民革命・産業化・国民国家,1789年〜1799年を中心,フランス,フランス革命,政治・社会革命,背景,フランス革命が起きた主な背景は何か？,国家財政の破綻、身分制の不平等、物価高、啓蒙思想の広がりである。,開始,1789年、革命の開始を象徴する事件は何か？,7月14日のバスティーユ牢獄襲撃である。,成果,フランス革命は、身分制社会にどのような変化を与えたか？,封建的特権を廃止し、人権宣言によって自由・平等・国民主権を掲げた。,展開,革命が急進化した後、どのような政治変化を経たか？,王政廃止、共和政、恐怖政治、総裁政府を経て、ナポレオンの台頭へつながった。,フランス革命について、背景・1789年・人権宣言・急進化・歴史的影響を説明せよ。,フランス革命は、財政危機、身分制の不平等、物価高、啓蒙思想を背景に1789年に始まった。バスティーユ牢獄襲撃、封建的特権の廃止、人権宣言を経て王政を倒した。革命は恐怖政治などの混乱も生んだが、自由・平等・国民主権の理念を世界へ広げた。,1789年;バスティーユ;身分制;人権宣言;共和政;国民主権
67,歴史の骨格,市民革命・産業化・国民国家,1769年〜1821年、統治期1799年〜1815年,フランス・ヨーロッパ,ナポレオン,人物,台頭,ナポレオンは、どの革命後の混乱の中で権力を握ったか？,フランス革命後の混乱の中で、1799年のクーデタによって権力を握った。,皇帝,ナポレオンが皇帝となったのは何年か？,1804年である。,改革,ナポレオンが国内で整備し、近代法に影響を与えた法典は何か？,ナポレオン法典、すなわちフランス民法典である。,影響,ナポレオンの征服は、ヨーロッパにどのような相反する影響を与えたか？,革命の法と制度を広げる一方、外国支配への反発から民族意識と国民運動を強めた。,ナポレオンについて、権力掌握・皇帝即位・国内改革・ヨーロッパへの影響を説明せよ。,ナポレオンは、フランス革命後の混乱を背景に1799年のクーデタで権力を握り、1804年に皇帝となった。ナポレオン法典や行政改革で革命の成果を制度化し、ヨーロッパ各地を征服した。支配は反発と民族意識を生み、1815年に最終的に敗れた。,1799年;1804年;ナポレオン法典;ヨーロッパ征服;民族意識;1815年
68,歴史の骨格,市民革命・産業化・国民国家,1814年〜1848年を中心,ヨーロッパ,ウィーン体制,国際秩序,成立,ウィーン体制は、何の後に作られた国際秩序か？,ナポレオン戦争後、1814〜15年のウィーン会議を通じて作られた。,原則,ウィーン体制が重視した二つの原則は何か？,正統主義と勢力均衡である。,主導者,ウィーン会議を主導したオーストリアの外相は誰か？,メッテルニヒである。,動揺,ウィーン体制は、どのような運動によって揺さぶられたか？,自由主義・国民主義の運動と、1820年代・1830年・1848年の革命によって揺らいだ。,ウィーン体制について、成立・原則・主導者・自由主義と国民主義への対応を説明せよ。,ウィーン体制は、ナポレオン戦争後の1814〜15年に、正統主義と勢力均衡にもとづいて作られたヨーロッパ国際秩序である。メッテルニヒらが王朝秩序の復活と革命抑圧を進めたが、自由主義・国民主義運動が各地で拡大し、1848年革命で大きく動揺した。,ウィーン会議;正統主義;勢力均衡;メッテルニヒ;自由主義;国民主義
69,歴史の骨格,市民革命・産業化・国民国家,18世紀後半以降,イギリスからヨーロッパ・北米・世界各地,産業革命,経済・技術変革,定義,産業革命とは何か？,手工業中心の生産から、機械・工場・化石燃料を用いる大量生産へ移った経済社会の変化である。,発祥,産業革命が最初に本格化した国はどこか？,18世紀後半のイギリスである。,産業・動力,初期の産業革命を主導した産業と動力は何か？,綿工業と、石炭を使う蒸気機関である。,影響,産業革命は、社会と世界経済にどのような変化をもたらしたか？,都市化、工場労働、資本家と労働者の形成、生産力増大、世界的な経済格差と帝国主義を促した。,産業革命について、定義・イギリスでの開始・技術・社会と世界への影響を説明せよ。,産業革命は、18世紀後半のイギリスから始まった、機械・工場・石炭を使う大量生産への転換である。綿工業、蒸気機関、鉄道が発展し、生産力と輸送力が急増した。都市化と資本家・労働者の形成を進める一方、労働問題や世界的な経済格差も生んだ。,イギリス;綿工業;蒸気機関;石炭;工場制;都市化;労働者
70,歴史の骨格,市民革命・産業化・国民国家,初期近代以降、産業革命後に本格化,世界各地,資本主義,経済制度,定義,資本主義とは、どのような経済の仕組みか？,生産手段の私有、市場での交換、利潤追求、賃金労働を中心とする経済の仕組みである。,担い手,資本主義社会で、生産手段を所有する人々と賃金で働く人々を何というか？,前者を資本家、後者を労働者という。,発展,資本主義が急速に発展した大きな契機は何か？,商業革命、植民地交易、産業革命による工場制生産の拡大である。,特徴・問題,資本主義は、どのような長所と問題を持つか？,競争と投資で技術革新や成長を促す一方、格差、失業、景気変動、労働問題を生みうる。,資本主義について、基本構造・担い手・発展の契機・長所と問題を説明せよ。,資本主義は、生産手段の私有、市場での交換、利潤追求、賃金労働を基本とする経済制度である。商業革命と産業革命を通じて発展し、資本家が投資して労働者を雇う仕組みが広がった。高い生産力と技術革新を生む一方、格差・失業・恐慌・労働問題も伴った。,私有財産;市場;利潤;資本家;賃金労働;産業革命;景気変動
71,歴史の骨格,市民革命・産業化・国民国家,19世紀以降,ヨーロッパから世界各地,社会主義,政治・経済思想,定義,社会主義とは、何を目指す思想・運動か？,資本主義の格差や搾取を批判し、生産手段の社会的所有や平等な社会を目指す思想・運動である。,背景,社会主義が19世紀に広がった背景は何か？,産業革命による低賃金、長時間労働、貧困、都市問題が深刻化したから。,人物,資本主義を階級闘争の歴史として分析した思想家は誰か？,カール＝マルクスとフリードリヒ＝エンゲルスである。,展開,社会主義運動は、どのような二つの方向へ分かれていったか？,議会改革を重視する社会民主主義と、革命を目指す共産主義などへ分かれた。,社会主義について、成立背景・目標・マルクス・運動の分化を説明せよ。,社会主義は、産業革命後の格差と労働問題を批判し、生産手段の社会的所有と平等を目指した思想・運動である。初期の社会主義者に続き、マルクスとエンゲルスは階級闘争と資本主義の矛盾を分析した。運動は革命的共産主義と議会的社会民主主義などへ分かれた。,産業革命;格差;生産手段;マルクス;エンゲルス;階級闘争;社会民主主義
72,歴史の骨格,市民革命・産業化・国民国家,1848年,フランス・ドイツ・オーストリア・イタリアなど,1848年革命,革命運動,定義,1848年革命とは何か？,1848年にヨーロッパ各地で連鎖的に起きた自由主義・国民主義・社会改革を求める革命である。,背景,1848年革命の背景には、どのような経済・政治問題があったか？,不況と食料不足、選挙権の制限、民族支配、労働問題への不満があった。,フランス,フランスでは、1848年革命によって何が成立したか？,七月王政が倒れ、第二共和政が成立した。,結果,1848年革命は短期的には失敗が多かったが、何を前進させたか？,農奴解放、憲法、国民主義、労働問題への意識を前進させ、後の統一運動に影響した。,1848年革命について、背景・広がり・フランスでの結果・長期的影響を説明せよ。,1848年革命は、不況・食料不足・政治参加の制限・民族問題を背景に、ヨーロッパ各地で起きた革命である。フランスでは第二共和政が成立し、ドイツ・イタリア・オーストリアでも自由主義と国民主義が高まった。多くは鎮圧されたが、農奴解放や国民国家形成を促した。,1848年;二月革命;第二共和政;自由主義;国民主義;農奴解放
73,歴史の骨格,市民革命・産業化・国民国家,18世紀末以降,ヨーロッパから世界各地,国民国家,政治概念,定義,国民国家とは何か？,共通の国民意識を持つ人々と国家の領域・政治権力が一致すると考える近代的な国家像である。,成立背景,国民国家の形成を促した思想と歴史的変化は何か？,国民主権、国民主義、フランス革命、徴兵制、学校教育、印刷文化などである。,統合,国民国家は、人々をどのような仕組みで一つの国民へ統合したか？,共通語、学校、軍隊、法律、象徴、歴史教育などを通じて統合した。,問題,国民国家の形成は、どのような問題も生んだか？,少数民族の排除・同化、国境紛争、排他的ナショナリズムを生むことがあった。,国民国家について、定義・形成手段・歴史的背景・包摂と排除の両面を説明せよ。,国民国家は、共通の国民意識を持つ人々と国家が対応すると考える近代的国家像である。フランス革命後、学校・徴兵・共通語・法律・国旗などを通じて国民統合が進んだ。政治参加と連帯を強める一方、少数民族の同化や排除、国家間対立も生んだ。,国民主権;国民主義;共通語;学校;徴兵;国民統合;少数民族
74,歴史の骨格,市民革命・産業化・国民国家,1815年頃〜1870年,イタリア半島,イタリア統一,国家統一運動,背景,19世紀前半のイタリア半島は、どのような状態だったか？,複数の国家に分かれ、北部の一部はオーストリアの支配・影響下にあった。,主導国,イタリア統一を外交と戦争で主導した国はどこか？,サルデーニャ王国である。,人物,統一に重要な役割を果たしたカヴールとガリバルディは、それぞれ何をしたか？,カヴールは外交と戦争を進め、ガリバルディは義勇軍で南イタリアを征服した。,完成,イタリア王国はいつ成立し、ローマ併合で統一がほぼ完成したのはいつか？,1861年に王国が成立し、1870年のローマ併合で統一がほぼ完成した。,イタリア統一について、分裂状態・主導国・主要人物・完成までを説明せよ。,イタリア統一は、分裂し外国支配を受けていたイタリア半島を一つの国家へまとめる運動である。サルデーニャ王国の首相カヴールが外交と戦争を進め、ガリバルディが南部を征服した。1861年にイタリア王国が成立し、1870年のローマ併合で統一がほぼ完成した。,サルデーニャ王国;カヴール;ガリバルディ;1861年;ローマ;1870年
75,歴史の骨格,市民革命・産業化・国民国家,1860年代〜1871年,ドイツ地域,ドイツ統一,国家統一運動,背景,19世紀前半のドイツ地域は、どのような政治状態だったか？,多数の国家に分かれ、ドイツ連邦として緩く結びついていた。,主導国・人物,ドイツ統一を主導した国と宰相は誰か？,プロイセンと、その宰相ビスマルクである。,方法,ビスマルクは、どのような方法で統一を進めたか？,軍備を強化し、デンマーク、オーストリア、フランスとの戦争を利用した。,成立,ドイツ帝国は、いつ、どこで成立が宣言されたか？,1871年、普仏戦争中にヴェルサイユ宮殿で成立が宣言された。,ドイツ統一について、分裂状態・プロイセン・ビスマルク・三つの戦争・1871年を説明せよ。,ドイツ統一は、多数の国家に分かれていたドイツ地域を、プロイセン主導で統合した過程である。宰相ビスマルクは軍備と外交を用い、デンマーク・オーストリア・フランスとの戦争を通じて統一を進めた。1871年にドイツ帝国が成立し、ヨーロッパの勢力均衡が変化した。,プロイセン;ビスマルク;鉄血政策;普墺戦争;普仏戦争;1871年
76,歴史の骨格,市民革命・産業化・国民国家,1861年〜1865年,アメリカ合衆国,アメリカ南北戦争,内戦,対立,南北戦争で戦った二つの陣営は何か？,北部を中心とする合衆国と、離脱した南部諸州のアメリカ連合国である。,原因,南北戦争の中心的な対立問題は何だったか？,奴隷制を西部へ拡大するかどうかと、それに関わる連邦と州の権限問題だった。,人物・政策,リンカン大統領が戦争中に出した、奴隷制廃止へつながる宣言は何か？,1863年の奴隷解放宣言である。,結果,南北戦争の結果、アメリカ社会はどのように変化したか？,北部が勝利し、奴隷制は憲法修正第13条で廃止されたが、人種差別は残った。,アメリカ南北戦争について、原因・陣営・リンカン・奴隷制廃止・戦後の課題を説明せよ。,アメリカ南北戦争は、1861〜65年に奴隷制の拡大と連邦のあり方をめぐって、北部の合衆国と南部の連合国が戦った内戦である。リンカン政権下で北部が勝利し、奴隷制は廃止された。連邦国家は維持されたが、解放後も人種差別と地域対立が続いた。,1861年;北部;南部;奴隷制;リンカン;奴隷解放宣言;修正第13条
77,歴史の骨格,市民革命・産業化・国民国家,1868年以降,日本,明治維新,政治・社会変革,定義,明治維新とは何か？,江戸幕府を倒して天皇を中心とする中央集権国家を築き、近代化を進めた一連の政治・社会変革である。,開始,明治政府が成立した政治的転換は、何年の王政復古から始まったか？,1868年である。,改革,明治政府が中央集権化と近代国家建設のために行った代表的改革は何か？,廃藩置県、徴兵令、地租改正、学制、殖産興業などである。,影響,明治維新は、日本の国際的立場をどのように変えたか？,近代的な軍事・産業・制度を整え、列強に対抗する一方、日本自身も帝国主義的進出を行うようになった。,明治維新について、幕府崩壊・中央集権化・近代化政策・対外進出を説明せよ。,明治維新は、1868年以降、江戸幕府を倒して天皇を中心とする中央集権国家を築いた変革である。廃藩置県、徴兵令、地租改正、学制、殖産興業などで近代化を急いだ。列強との不平等な関係を改める力を高めた一方、朝鮮・中国へ帝国主義的に進出した。,1868年;王政復古;廃藩置県;徴兵令;地租改正;殖産興業;帝国主義
78,歴史の骨格,帝国主義・世界大戦,19世紀後半〜20世紀初頭,世界各地,帝国主義,国際政治・支配構造,定義,帝国主義とは何か？,強国が軍事・政治・経済力を使い、他地域を植民地や勢力圏として支配する動きである。,背景,19世紀後半に帝国主義が強まった経済的背景は何か？,産業化した国々が原料、投資先、市場、海上拠点を求めたこと。,思想,帝国主義を正当化するために利用された思想は何か？,社会進化論、人種主義、文明化の使命などである。,影響,帝国主義は、国際関係と被支配地域にどのような影響を与えたか？,列強間競争を激化させ、植民地で資源収奪・国境再編・抵抗運動・民族運動を引き起こした。,帝国主義について、経済・政治的背景、正当化思想、植民地と国際関係への影響を説明せよ。,帝国主義は、19世紀後半から列強が軍事・政治・経済力を用いてアジア・アフリカなどを植民地や勢力圏として支配した動きである。原料・市場・投資先、国家威信が動機となり、人種主義で正当化された。列強間対立を深め、被支配地域の社会と国境を大きく変えた。,産業化;原料;市場;植民地;勢力圏;人種主義;列強対立
79,歴史の骨格,帝国主義・世界大戦,1839年〜1842年,中国沿岸・東アジア,アヘン戦争,戦争,当事国,アヘン戦争は、どの二国の間で起きたか？,清とイギリスの間で起きた。,背景,イギリスが中国へアヘンを密輸した経済的な理由は何か？,茶などの輸入で流出する銀を取り戻し、対中貿易赤字を補うためだった。,発端,清がアヘン取締りを強化した中心人物は誰か？,林則徐である。,結果,南京条約によって清は何を認めさせられたか？,香港島の割譲、五港開港、賠償金などを認め、不平等条約体制の出発点となった。,アヘン戦争について、貿易背景・林則徐・軍事結果・南京条約を説明せよ。,アヘン戦争は、イギリスのアヘン密輸を清が取り締まったことをきっかけに、1839〜42年に起きた戦争である。軍事力で勝ったイギリスは南京条約を結ばせ、香港島割譲と五港開港を得た。以後、中国は列強との不平等条約体制へ組み込まれた。,清;イギリス;アヘン;林則徐;南京条約;香港島;五港開港
80,歴史の骨格,帝国主義・世界大戦,1857年〜1858年,インド,インド大反乱,反乱・反植民地運動,定義,インド大反乱とは何か？,1857年に東インド会社軍のインド人兵士の反乱から始まり、各地へ広がった大規模な反英蜂起である。,発端,反乱の直接的なきっかけとして知られる軍用品の問題は何か？,牛脂・豚脂を使ったと噂された新式銃の薬包を口でかみ切らせる問題である。,背景,反乱が広がった根本的な背景は何か？,領土併合、徴税、宗教・社会への干渉、兵士差別など、東インド会社支配への不満である。,結果,インド大反乱後、イギリスのインド統治はどう変わったか？,東インド会社の統治が廃止され、イギリス本国政府による直接統治へ移った。,インド大反乱について、発端・背景・参加勢力・鎮圧後の統治変化を説明せよ。,インド大反乱は、1857年に東インド会社軍のインド人兵士の反乱から始まり、旧支配層や農民などへ広がった反英蜂起である。薬包問題が直接の契機だったが、併合・徴税・宗教干渉への不満が背景にあった。鎮圧後、会社統治は廃止され、イギリス政府の直接統治となった。,1857年;シパーヒー;薬包;東インド会社;反英蜂起;直接統治
81,歴史の骨格,帝国主義・世界大戦,19世紀後半〜20世紀初頭,アフリカ大陸,アフリカ分割,植民地化,定義,アフリカ分割とは何か？,19世紀後半、ヨーロッパ列強がアフリカの領土を競って植民地化した動きである。,背景,列強がアフリカへ進出した主な理由は何か？,原料・市場・投資先・軍事拠点を求め、国家威信を競ったから。,会議,アフリカ分割のルールを列強が協議した1884〜85年の会議は何か？,ベルリン会議である。,影響,アフリカ分割は、現地社会にどのような影響を残したか？,資源と労働を収奪し、民族や言語を無視した国境を引き、抵抗と長期的な政治問題を生んだ。,アフリカ分割について、背景・ベルリン会議・植民地支配・長期的影響を説明せよ。,アフリカ分割は、19世紀後半にヨーロッパ列強がアフリカの領土を競って植民地化した動きである。1884〜85年のベルリン会議で占領の原則が協議され、短期間で大陸の大半が分割された。資源・労働の収奪と恣意的な国境は、独立後にも深い影響を残した。,帝国主義;ベルリン会議;植民地;資源収奪;恣意的国境;抵抗
82,歴史の骨格,帝国主義・世界大戦,1894年〜1895年,朝鮮半島・黄海・中国東北部,日清戦争,戦争,当事国・争点,日清戦争は、どの二国が、主に何をめぐって戦ったか？,日本と清が、朝鮮に対する主導権をめぐって戦った。,結果,日清戦争の勝者はどちらだったか？,日本が勝利した。,条約,1895年に結ばれた講和条約は何か？,下関条約である。,影響,日清戦争は、東アジアの国際関係をどのように変えたか？,清の弱体化を明らかにし、日本の台湾獲得と朝鮮への影響力拡大をもたらし、列強の中国進出を加速した。,日清戦争について、朝鮮をめぐる対立・結果・下関条約・東アジアへの影響を説明せよ。,日清戦争は、朝鮮をめぐる主導権争いから1894〜95年に日本と清の間で起きた戦争である。日本が勝利し、下関条約で清は朝鮮の独立、台湾割譲、賠償金などを認めた。清の弱体化と日本の帝国主義化が明確になり、列強の中国分割も加速した。,1894年;朝鮮;日本;清;下関条約;台湾;中国分割
83,歴史の骨格,帝国主義・世界大戦,1904年〜1905年,中国東北部・朝鮮半島周辺,日露戦争,戦争,当事国・争点,日露戦争は、どの二国が、主にどの地域をめぐって戦ったか？,日本とロシアが、朝鮮と中国東北部への勢力拡大をめぐって戦った。,結果,日露戦争は、どの国の優勢で終わったか？,日本が軍事的に優勢となったが、両国とも消耗し、講和した。,条約,日露戦争の講和条約は何か？,1905年のポーツマス条約である。,影響,日露戦争の結果は、世界と日本にどのような影響を与えたか？,非欧米国の勝利としてアジアの民族運動を刺激し、日本の朝鮮・南満洲支配を強め、ロシア革命の一因にもなった。,日露戦争について、争点・結果・ポーツマス条約・国際的影響を説明せよ。,日露戦争は、朝鮮と中国東北部をめぐる帝国主義的対立から、1904〜05年に日本とロシアが戦った戦争である。日本が優勢となり、ポーツマス条約で朝鮮への優越権や南満洲の権益を得た。アジアの民族運動を刺激した一方、日本の植民地拡大を進めた。,1904年;日本;ロシア;朝鮮;南満洲;ポーツマス条約;民族運動
84,歴史の骨格,帝国主義・世界大戦,1914年〜1918年,ヨーロッパを中心に世界各地,第一次世界大戦,世界戦争,背景,第一次世界大戦の長期的な背景は何か？,帝国主義的競争、軍拡、同盟対立、民族問題、バルカン半島の緊張である。,発端,第一次世界大戦の直接のきっかけとなった事件は何か？,1914年のサライェヴォ事件である。,特徴,第一次世界大戦が「総力戦」と呼ばれるのはなぜか？,兵士だけでなく、経済・産業・科学・宣伝・市民生活まで国家が戦争へ総動員したから。,結果,第一次世界大戦は、国際秩序にどのような変化をもたらしたか？,ドイツ・オーストリア・オスマン・ロシアの帝国が崩壊し、ヴェルサイユ体制と国際連盟が作られた。,第一次世界大戦について、背景・発端・総力戦・帝国崩壊と戦後秩序を説明せよ。,第一次世界大戦は、帝国主義競争、同盟対立、軍拡、民族問題を背景に、1914年のサライェヴォ事件から始まった世界戦争である。塹壕戦と新兵器を伴う総力戦となり、1918年に同盟国側が敗れた。四帝国が崩壊し、ヴェルサイユ体制が成立した。,1914年;サライェヴォ事件;同盟対立;総力戦;塹壕戦;四帝国崩壊
85,歴史の骨格,帝国主義・世界大戦,1917年を中心、1922年ソ連成立,ロシア,ロシア革命,政治・社会革命,背景,ロシア革命が起きた主な背景は何か？,専制政治、土地問題、労働問題、第一次世界大戦による軍事・経済危機である。,二月革命,1917年の二月革命によって、何が倒されたか？,ロマノフ朝の皇帝専制が倒され、臨時政府が成立した。,十月革命,十月革命を指導して政権を握った勢力と人物は誰か？,レーニンが率いるボリシェヴィキである。,影響,ロシア革命は、世界史にどのような影響を与えたか？,世界初の社会主義政権を生み、1922年のソ連成立と、世界的な共産主義運動・反共運動につながった。,ロシア革命について、背景・二月革命・十月革命・ソ連成立と世界への影響を説明せよ。,ロシア革命は、専制政治と社会問題、第一次世界大戦の危機を背景に1917年に起きた革命である。二月革命で皇帝が退位し、十月革命でレーニン率いるボリシェヴィキが政権を握った。内戦を経て1922年にソ連が成立し、世界の社会主義運動と国際対立に大きな影響を与えた。,1917年;二月革命;臨時政府;レーニン;ボリシェヴィキ;十月革命;ソ連
86,歴史の骨格,帝国主義・世界大戦,1919年〜1930年代,ヨーロッパを中心とする国際社会,ヴェルサイユ体制,国際秩序,成立,ヴェルサイユ体制は、何の後に作られた国際秩序か？,第一次世界大戦後のパリ講和会議と諸講和条約によって作られた。,ドイツ,ヴェルサイユ条約は、ドイツにどのような負担を課したか？,領土削減、軍備制限、賠償、戦争責任条項などを課した。,国際機構,ヴェルサイユ体制のもとで設立された国際平和機構は何か？,国際連盟である。,弱点,ヴェルサイユ体制が不安定だった主な理由は何か？,敗戦国の不満、民族自決の不徹底、アメリカの国際連盟不参加、強制力の弱さなどである。,ヴェルサイユ体制について、成立・対独処理・国際連盟・不安定さを説明せよ。,ヴェルサイユ体制は、第一次世界大戦後の講和条約群によって作られた国際秩序である。ドイツに領土削減・軍備制限・賠償を課し、国際連盟を設立した。民族自決は一部にしか適用されず、敗戦国や植民地の不満、アメリカ不参加、連盟の弱さから不安定だった。,パリ講和会議;ヴェルサイユ条約;ドイツ;賠償;国際連盟;民族自決
