dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,date_basis,display_period,start_year,end_year,sort_year,date_precision,date_note,question_count,q1_type,q1_question,q1_answer,q1_keywords,q2_type,q2_question,q2_answer,q2_keywords,q3_type,q3_question,q3_answer,q3_keywords,q4_type,q4_question,q4_answer,q4_keywords,integrated_question,total_explanation,total_keywords,relation_edges,source_1,source_2,verification_status
大学受験・最重要,WH-000051,15,大学受験・最重要,思想・主義,啓蒙思想,けいもうしそう,啓蒙主義,近世,ヨーロッパ,イギリス・フランス・ドイツを中心とするヨーロッパ,主要普及期,17世紀末〜18世紀末,1680,1789,1680,approximate_range,科学革命後からフランス革命直前までの主要普及期を設定,3,time,広がったのはいつ？,17世紀末〜18世紀末,,place,主にどこで広がった？,イギリス・フランス・ドイツを中心とするヨーロッパ。,,core,どんな考え？,理性によって社会を改善できると考え、**自然権**・**社会契約**・**権力分立**・宗教的寛容を唱え、絶対王政や身分制を批判した。,自然権|社会契約|権力分立,,,,,「啓蒙思想」について説明せよ。,17世紀末〜18世紀末のヨーロッパで広がり、理性を重視して**自然権**・**社会契約**・**権力分立**を唱え、絶対王政と身分制を批判した思想。,自然権|社会契約|権力分立,前提>科学革命||批判>絶対王政||影響>アメリカ独立革命||影響>フランス革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Enlightenment,単一資料確認
大学受験・最重要,WH-000052,1,大学受験・最重要,事件・革命,産業革命,さんぎょうかくめい,,近代,複数地域,イギリスから西ヨーロッパ・北アメリカ・日本,第1次産業革命の主要期,1760年代〜1840年代,1760,1840,1760,approximate_range,イギリスでの機械化開始から主要工業国への初期波及まで,4,time,最初に進んだのはいつ？,1760年代〜1840年代,,place,どこで始まった？,イギリスで始まり、西ヨーロッパ・北アメリカ・日本へ広がった。,,cause,なぜイギリスで始まった？,農業革命、豊富な石炭・鉄、植民地市場と資本、労働力、政治的安定がそろっていた。,,core,何が起きた？,綿工業の機械化、**蒸気機関**、工場制、鉄道が生産と輸送を変え、**資本主義**・都市化・労働者階級・世界的な経済格差を拡大させた。,蒸気機関|資本主義,「産業革命」について説明せよ。,1760年代にイギリスで始まり、機械化・**蒸気機関**・工場制・鉄道によって生産と輸送を変え、**資本主義**、都市化、労働者階級、世界市場を発展させた変革。,蒸気機関|資本主義,前提>大西洋三角貿易||技術>蒸気機関||結果>資本主義||影響>帝国主義,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Industrial+Revolution,単一資料確認
大学受験・最重要,WH-000053,13,大学受験・最重要,事件・革命,アメリカ独立革命,あめりかどくりつかくめい,アメリカ独立戦争|アメリカ革命,近代,北アメリカ,北米13植民地・大西洋岸,革命・戦争期間,1775〜1783年,1775,1783,1775,exact_range,独立戦争開始からパリ条約による独立承認まで,4,time,起きたのはいつ？,1775〜1783年,,place,どこ？,イギリス領北米13植民地。,,cause,なぜ起きた？,七年戦争後の課税強化に対し、植民地人が「**代表なくして課税なし**」を掲げ、自治と権利を求めた。,代表なくして課税なし,core,何が起きた？,1776年に**独立宣言**を出し、フランスの支援を得てイギリスに勝利した。共和政国家アメリカ合衆国の成立はフランス革命などに影響した。,独立宣言,「アメリカ独立革命」について説明せよ。,1775〜1783年、北米13植民地が「**代表なくして課税なし**」を掲げてイギリスと戦い、1776年の**独立宣言**を経てアメリカ合衆国を成立させた革命。,代表なくして課税なし|独立宣言,原因>代表なくして課税なし||文書>独立宣言||結果>アメリカ合衆国||影響>フランス革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=American+Revolution,単一資料確認
大学受験・最重要,WH-000054,2,大学受験・最重要,事件・革命,フランス革命,ふらんすかくめい,,近代,ヨーロッパ,フランス,革命期間,1789〜1799年,1789,1799,1789,exact_range,三部会招集からナポレオンのブリュメール18日のクーデタまで,4,time,起きたのはいつ？,1789〜1799年,,place,どこ？,フランス。,,cause,なぜ起きた？,国家財政の破綻、聖職者・貴族の特権を支える身分制、物価高、**啓蒙思想**への共感が重なった。,啓蒙思想,core,何が起きた？,バスティーユ襲撃、**人権宣言**、封建的特権の廃止、共和政成立、国王処刑、恐怖政治を経て、**ナポレオン**の政権掌握につながった。,人権宣言|ナポレオン,「フランス革命」について説明せよ。,1789〜1799年、財政危機と身分制への不満を背景に始まり、**人権宣言**、封建的特権廃止、共和政と国民主権を実現し、**ナポレオン**の台頭につながった革命。,人権宣言|ナポレオン,前提>啓蒙思想||文書>人権宣言||結果>国民主権||継承>ナポレオン,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=French+Revolution,単一資料確認
大学受験・最重要,WH-000055,54,大学受験・最重要,人物,ナポレオン,なぽれおん,ナポレオン＝ボナパルト|ナポレオン1世,近代,ヨーロッパ,フランス・ヨーロッパ大陸,主な政治・軍事活動期,1799〜1815年,1799,1815,1799,exact_range,統領政府成立からワーテルロー敗北まで,3,time,主に活動したのはいつ？,1799〜1815年,,place,主にどこで活動した？,フランスとヨーロッパ大陸。,,core,何をした？,クーデタで政権を握って皇帝となり、**ナポレオン法典**などで革命の成果を制度化した。ヨーロッパを征服したが、対仏同盟に敗れ、**ウィーン会議**へつながった。,ナポレオン法典|ウィーン会議,,,,,「ナポレオン」について説明せよ。,1799〜1815年、フランスで政権を握り皇帝となって、**ナポレオン法典**で革命後の法制度を整え、征服戦争を通じて近代的制度とナショナリズムをヨーロッパへ広げた。,ナポレオン法典,前提>フランス革命||制度>ナポレオン法典||結果>ナショナリズム||終結>ウィーン会議,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Napoleon+Bonaparte,単一資料確認
大学受験・最重要,WH-000056,52,大学受験・最重要,思想・主義,自由主義,じゆうしゅぎ,リベラリズム,近代,複数地域,ヨーロッパを起点に南北アメリカ・世界各地,主要運動期,19世紀,1801,1900,1801,century,市民革命後に憲法・議会・権利を求める運動が広がった時期を設定,3,time,政治運動として広がったのはいつ？,19世紀,,place,主にどこで広がった？,ヨーロッパを起点に南北アメリカなど世界各地。,,core,どんな考え？,個人の自由・財産権・法の下の平等を重視し、**憲法**・**議会政治**・言論の自由を求めて絶対王政や専制政治に反対した。,憲法|議会政治,,,,,「自由主義」について説明せよ。,19世紀に広がり、個人の自由・財産権・法の下の平等を重視して、**憲法**と**議会政治**を求めた思想・政治運動。,憲法|議会政治,前提>啓蒙思想||要求>憲法||要求>議会政治||同時代>ナショナリズム,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Liberalism,単一資料確認
大学受験・最重要,WH-000057,16,大学受験・最重要,思想・主義,ナショナリズム,なしょなりずむ,国民主義|民族主義,近代,複数地域,ヨーロッパを起点に世界各地,主要拡大期,19世紀〜20世紀初頭,1801,1914,1801,approximate_range,フランス革命後から第一次世界大戦までの主要拡大期を設定,3,time,広がったのはいつ？,19世紀〜20世紀初頭,,place,主にどこで広がった？,ヨーロッパを起点に、植民地を含む世界各地。,,core,どんな考え？,共通の言語・文化・歴史を持つ人々を一つの**国民**と考え、統一国家・独立・自決を求める思想。統一運動と植民地独立運動の両方を動かした。,国民,,,,,「ナショナリズム」について説明せよ。,19世紀以降、共通の言語・文化・歴史を持つ人々を**国民**とみなし、統一国家・独立・自決を求めた思想。ドイツ・イタリア統一や植民地独立運動を動かした。,国民,前提>フランス革命||結果>イタリア統一||結果>ドイツ統一||影響>民族自決,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Nationalism,単一資料確認
大学受験・最重要,WH-000058,53,大学受験・最重要,思想・主義,社会主義,しゃかいしゅぎ,ソーシャリズム,近代,複数地域,ヨーロッパから世界各地,成立・主要拡大期,19世紀〜20世紀初頭,1801,1917,1801,approximate_range,産業革命後の思想形成からロシア革命までを設定,3,time,成立し広がったのはいつ？,19世紀〜20世紀初頭,,place,主にどこで広がった？,ヨーロッパで成立し、世界各地へ広がった。,,core,どんな考え？,資本主義が生む貧富の差や労働問題を批判し、生産手段の社会的所有や平等を目指した。**マルクス**は階級闘争と社会主義革命を説いた。,マルクス,,,,,「社会主義」について説明せよ。,19世紀のヨーロッパで、産業革命が生んだ格差と労働問題を批判し、生産手段の社会的所有と平等を目指した思想。**マルクス**の理論はロシア革命に影響した。,マルクス,前提>産業革命||関係人物>マルクス||批判>資本主義||影響>ロシア革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/10-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Socialism,単一資料確認
大学受験・最重要,WH-000059,56,大学受験・最重要,運動,ラテンアメリカ独立,らてんあめりかどくりつ,ラテンアメリカ諸国の独立,近代,ラテンアメリカ,カリブ海・メキシコ・中南米,主要独立期,1804〜1826年,1804,1826,1804,exact_range,ハイチ独立からスペイン勢力の南米主要拠点消滅まで,4,time,主要な独立が進んだのはいつ？,1804〜1826年,,place,どこ？,カリブ海・メキシコ・中央アメリカ・南アメリカ。,,cause,なぜ起きた？,植民地支配への不満、啓蒙思想・アメリカ独立・フランス革命の影響、ナポレオンによる本国支配の混乱が重なった。,,core,何が起きた？,**ハイチ革命**の成功に続き、**シモン＝ボリバル**やサン＝マルティンらがスペイン植民地を独立へ導いたが、政治的分裂と経済的従属が残った。,ハイチ革命|シモン＝ボリバル,「ラテンアメリカ独立」について説明せよ。,1804〜1826年、植民地支配と本国の混乱を背景に、**ハイチ革命**、**シモン＝ボリバル**らの運動によってラテンアメリカ諸国が独立した。,ハイチ革命|シモン＝ボリバル,前提>啓蒙思想||影響>アメリカ独立革命||関係人物>シモン＝ボリバル||結果>独立国家,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/8-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Latin+American+independence,単一資料確認
大学受験・最重要,WH-000060,55,大学受験・最重要,制度・政策・法律,ウィーン体制,うぃーんたいせい,,近代,ヨーロッパ,ウィーンとヨーロッパ全域,国際秩序の主要期間,1815〜1848年,1815,1848,1815,exact_range,ウィーン会議の秩序成立から1848年革命まで,3,time,成立し機能したのはいつ？,1815〜1848年,,place,どこに関係する体制？,ウィーン会議で作られたヨーロッパ国際秩序。,,definition,どんな体制？,**メッテルニヒ**らが正統主義と勢力均衡でフランス革命・ナポレオン以前の王朝秩序を復活させ、自由主義・ナショナリズムを抑えた。,メッテルニヒ,,,,,「ウィーン体制」について説明せよ。,1815年のウィーン会議で、**メッテルニヒ**らが正統主義と勢力均衡に基づいて王朝秩序を復活させ、自由主義・ナショナリズムを抑えた国際体制。,メッテルニヒ,成立>ウィーン会議||関係人物>メッテルニヒ||思想>正統主義||崩壊>1848年革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Congress+of+Vienna+system,単一資料確認
大学受験・最重要,WH-000061,57,大学受験・最重要,戦争,アヘン戦争,あへんせんそう,第一次アヘン戦争,近代,東アジア,中国南部沿岸・広東・長江下流,戦争期間,1840〜1842年,1840,1842,1840,exact_range,イギリス開戦から南京条約締結まで,4,time,戦われたのはいつ？,1840〜1842年,,place,主な舞台はどこ？,中国南部沿岸・広東・長江下流。,,cause,なぜ起きた？,イギリスが対清貿易赤字を補うためインド産**アヘン**を密輸し、清が林則徐に取締りを命じたため対立が軍事衝突した。,アヘン,core,何が起きた？,イギリスが勝利し、清は**南京条約**で香港割譲・五港開港・賠償を認め、不平等条約体制の入口となった。,南京条約,「アヘン戦争」について説明せよ。,1840〜1842年、イギリスの**アヘン**密輸取締りをめぐって清と戦い、イギリスが勝利して**南京条約**を結ばせ、中国の不平等条約体制を始めた戦争。,アヘン|南京条約,原因>アヘン密輸||関係人物>林則徐||条約>南京条約||影響>太平天国の乱,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=First+Opium+War,単一資料確認
大学受験・最重要,WH-000062,67,大学受験・最重要,事件・革命,1848年革命,せんはっぴゃくよんじゅうはちねんかくめい,諸国民の春|二月革命,近代,ヨーロッパ,フランス・ドイツ諸邦・イタリア諸邦・オーストリア帝国,革命発生年,1848年,1848,1848,1848,exact_year,ヨーロッパ各地で革命が連鎖した年を設定,4,time,起きたのはいつ？,1848年,,place,どこ？,フランス・ドイツ諸邦・イタリア諸邦・オーストリア帝国など。,,cause,なぜ起きた？,不況と食糧危機、参政権拡大を求める自由主義、民族統一・独立を求めるナショナリズムが結びついた。,,core,何が起きた？,フランスの**二月革命**をきっかけに各地へ広がった。多くは鎮圧されたが、農奴制廃止やドイツ・イタリア統一運動の発展につながった。,二月革命,「1848年革命」について説明せよ。,1848年、食糧危機と不況を背景に、自由主義・ナショナリズムを掲げる革命がフランスの**二月革命**からヨーロッパ各地へ広がった。,二月革命,原因>自由主義||原因>ナショナリズム||事件>二月革命||影響>ドイツ統一,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Revolutions+of+1848,単一資料確認
大学受験・最重要,WH-000063,66,大学受験・最重要,事件・革命,太平天国の乱,たいへいてんごくのらん,,近代,東アジア,中国南部・長江流域・南京,反乱期間,1851〜1864年,1851,1864,1851,exact_range,金田蜂起から南京陥落まで,4,time,起きたのはいつ？,1851〜1864年,,place,どこ？,中国南部から長江流域へ広がり、南京を都とした。,,cause,なぜ起きた？,人口増加・土地不足・重税・役人腐敗と、アヘン戦争後の社会混乱が深まり、**洪秀全**の宗教運動が民衆を集めた。,洪秀全,core,何が起きた？,**太平天国**が南京を占領し土地均分などを掲げたが、清朝の地方軍と外国勢力の支援で鎮圧され、清の中央権力はさらに弱まった。,太平天国,「太平天国の乱」について説明せよ。,1851〜1864年、社会不安を背景に**洪秀全**が起こし、南京を都とする**太平天国**を建てた大反乱。鎮圧後、清の中央権力は弱体化した。,洪秀全|太平天国,前提>アヘン戦争||関係人物>洪秀全||建国>太平天国||影響>清の弱体化,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Taiping+Rebellion,単一資料確認
大学受験・最重要,WH-000064,65,大学受験・最重要,事件・革命,インド大反乱,いんどだいはんらん,セポイの反乱|シパーヒーの反乱,近代,南アジア,北・中部インド,反乱期間,1857〜1858年,1857,1858,1857,exact_range,メーラトでの蜂起から主要反乱鎮圧まで,4,time,起きたのはいつ？,1857〜1858年,,place,どこ？,北・中部インド。,,cause,なぜ起きた？,東インド会社の領土併合・地税・社会宗教政策への不満に、宗教を汚すと受け取られた新式銃薬包問題が加わった。,,core,何が起きた？,インド人兵士と旧支配層・農民が蜂起したが鎮圧され、**ムガル帝国**と東インド会社統治が廃止され、イギリス政府の直接支配が始まった。,ムガル帝国,「インド大反乱」について説明せよ。,1857〜1858年、東インド会社支配への不満からインド人兵士らが蜂起した反乱。鎮圧後、**ムガル帝国**と会社統治が廃止され、イギリスの直接支配が始まった。,ムガル帝国,原因>東インド会社||滅亡>ムガル帝国||結果>イギリス領インド帝国||影響>インド国民会議,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Indian+Rebellion+of+1857,単一資料確認
大学受験・最重要,WH-000065,60,大学受験・最重要,運動,イタリア統一,いたりあとういつ,リソルジメント,近代,ヨーロッパ,イタリア半島,主要統一戦争・併合期,1859〜1870年,1859,1870,1859,exact_range,対オーストリア戦争からローマ併合まで,3,time,統一が進んだのはいつ？,1859〜1870年,,place,どこ？,イタリア半島。,,core,何が起きた？,サルデーニャ王国の**カヴール**が外交と戦争を進め、**ガリバルディ**が南部を征服し、1870年のローマ併合で統一王国が完成した。,カヴール|ガリバルディ,,,,,「イタリア統一」について説明せよ。,1859〜1870年、サルデーニャ王国の**カヴール**と義勇軍を率いた**ガリバルディ**らが統一を進め、ローマを首都とするイタリア王国を完成させた。,カヴール|ガリバルディ,思想>ナショナリズム||関係人物>カヴール||関係人物>ガリバルディ||結果>イタリア王国,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Italian+unification,単一資料確認
大学受験・最重要,WH-000066,59,大学受験・最重要,運動,ドイツ統一,どいつとういつ,,近代,ヨーロッパ,ドイツ諸邦・プロイセン・中欧,主要統一戦争期,1864〜1871年,1864,1871,1864,exact_range,デンマーク戦争からドイツ帝国成立まで,3,time,統一が進んだのはいつ？,1864〜1871年,,place,どこ？,ドイツ諸邦を中心とする中央ヨーロッパ。,,core,何が起きた？,プロイセン首相**ビスマルク**が鉄血政策を進め、デンマーク・オーストリア・フランスとの戦争に勝ち、1871年にプロイセン中心の**ドイツ帝国**を成立させた。,ビスマルク|ドイツ帝国,,,,,「ドイツ統一」について説明せよ。,1864〜1871年、**ビスマルク**が鉄血政策と三度の戦争で統一を進め、1871年にプロイセン中心の**ドイツ帝国**を成立させた。,ビスマルク|ドイツ帝国,思想>ナショナリズム||関係人物>ビスマルク||政策>鉄血政策||結果>ドイツ帝国,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=German+unification,単一資料確認
大学受験・最重要,WH-000067,58,大学受験・最重要,事件・革命,明治維新,めいじいしん,,近代,東アジア,日本,主要改革期,1868〜1873年,1868,1873,1868,approximate_range,王政復古から廃藩置県・徴兵令・地租改正までの主要改革期を設定,4,time,主要な改革が行われたのはいつ？,1868〜1873年,,place,どこ？,日本。,,cause,なぜ起きた？,欧米列強の開国要求と不平等条約、幕府の権威低下を背景に、薩摩・長州などが幕府打倒と天皇中心の新政府を目指した。,,core,何が起きた？,**廃藩置県**・徴兵令・地租改正・学制・殖産興業で中央集権と近代国家を作り、欧米制度を導入して富国強兵を進めた。,廃藩置県,「明治維新」について説明せよ。,1868〜1873年を中心に、幕府を倒した新政府が**廃藩置県**・徴兵令・地租改正・殖産興業を行い、中央集権的な近代国家と富国強兵を進めた変革。,廃藩置県,原因>開国||政策>廃藩置県||政策>殖産興業||結果>日清戦争,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Meiji+Restoration,単一資料確認
大学受験・最重要,WH-000068,12,大学受験・最重要,思想・主義,帝国主義,ていこくしゅぎ,,近代,複数地域,ヨーロッパ・アメリカ・日本とアジア・アフリカ・太平洋,主要拡大期,1870年代〜1914年,1870,1914,1870,approximate_range,第二次産業革命期から第一次世界大戦開始までを設定,3,time,特に強まったのはいつ？,1870年代〜1914年,,place,どこで進んだ？,欧米諸国と日本が、アジア・アフリカ・太平洋へ進出した。,,core,どんな動き？,工業国が原料・市場・投資先・軍事拠点を求め、軍事力と**人種主義**を用いて植民地・勢力圏を拡大した動き。列強対立を激化させた。,人種主義,,,,,「帝国主義」について説明せよ。,1870年代〜1914年、工業国が原料・市場・投資先を求め、軍事力と**人種主義**を用いてアジア・アフリカを植民地化し、列強対立を激化させた動き。,人種主義,前提>産業革命||思想>人種主義||結果>アフリカ分割||影響>第一次世界大戦,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Imperialism,単一資料確認
大学受験・最重要,WH-000069,61,大学受験・最重要,事件・革命,アフリカ分割,あふりかぶんかつ,,近代,アフリカ,アフリカ大陸,急速な植民地化期,1880年代〜1914年,1880,1914,1880,approximate_range,ベルリン会議前後から第一次世界大戦までの急速な分割期を設定,4,time,急速に進んだのはいつ？,1880年代〜1914年,,place,どこ？,アフリカ大陸。,,cause,なぜ進んだ？,列強が原料・市場・投資先・航路・威信を求め、産業力・火器・医療技術を背景に競争した。,,core,何が起きた？,1884〜85年の**ベルリン会議**を契機に、現地社会を無視して国境を引き、エチオピアとリベリア以外の大半を植民地化した。,ベルリン会議,「アフリカ分割」について説明せよ。,1880年代〜1914年、列強が原料・市場を求めて競争し、**ベルリン会議**後に現地社会を無視した国境でアフリカの大半を植民地化した。,ベルリン会議,前提>帝国主義||会議>ベルリン会議||例外>エチオピア||影響>脱植民地化,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Scramble+for+Africa,単一資料確認
大学受験・最重要,WH-000070,68,大学受験・最重要,組織・政党,インド国民会議,いんどこくみんかいぎ,,近代,南アジア,イギリス領インド,独立運動組織としての主要期,1885〜1947年,1885,1947,1885,exact_range,結成からインド独立までの民族運動上の主要期を設定,3,time,活動したのはいつ？,1885〜1947年,,place,どこ？,イギリス領インド。,,core,何をした？,1885年に結成され、当初は穏健な政治改革を求め、のちに**ガンディー**やネルーの指導で非暴力・不服従運動を進め、独立を主導した。,ガンディー,,,,,「インド国民会議」について説明せよ。,1885年にイギリス領インドで結成され、のちに**ガンディー**やネルーのもとで非暴力・不服従運動を進め、1947年のインド独立を主導した組織。,ガンディー,前提>インド大反乱||関係人物>ガンディー||運動>非暴力・不服従||結果>インド独立,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Indian+National+Congress,単一資料確認
大学受験・最重要,WH-000071,64,大学受験・最重要,戦争,日清戦争,にっしんせんそう,,近代,東アジア,朝鮮半島・遼東半島・黄海,戦争期間,1894〜1895年,1894,1895,1894,exact_range,開戦から下関条約締結まで,4,time,戦われたのはいつ？,1894〜1895年,,place,主な舞台はどこ？,朝鮮半島・遼東半島・黄海。,,cause,なぜ起きた？,朝鮮への支配力をめぐって日本と清が対立し、東学農民運動への出兵をきっかけに軍事衝突した。,,core,何が起きた？,日本が勝利し、**下関条約**で清は朝鮮の独立、台湾・遼東半島割譲、賠償を認めた。列強の中国分割と日本の帝国主義化が進んだ。,下関条約,「日清戦争」について説明せよ。,1894〜1895年、朝鮮への影響力をめぐって日本と清が戦い、日本が勝利して**下関条約**を結ばせ、台湾獲得と中国分割の加速につながった戦争。,下関条約,原因>朝鮮支配||条約>下関条約||結果>台湾割譲||影響>帝国主義,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=First+Sino-Japanese+War,単一資料確認
大学受験・最重要,WH-000072,63,大学受験・最重要,戦争,日露戦争,にちろせんそう,,近代,東アジア,満洲南部・朝鮮半島・日本海,戦争期間,1904〜1905年,1904,1905,1904,exact_range,開戦からポーツマス条約締結まで,4,time,戦われたのはいつ？,1904〜1905年,,place,主な舞台はどこ？,満洲南部・朝鮮半島・日本海。,,cause,なぜ起きた？,満洲と朝鮮における勢力圏をめぐって日本とロシアが対立し、交渉が決裂した。,,core,何が起きた？,日本が軍事的優勢を得て、**ポーツマス条約**で韓国支配の優越や南満洲の権益を認めさせた。非欧米国の勝利はアジア民族運動を刺激した。,ポーツマス条約,「日露戦争」について説明せよ。,1904〜1905年、満洲・朝鮮の権益をめぐって日本とロシアが戦い、日本が優勢となって**ポーツマス条約**を結び、アジア民族運動にも影響した。,ポーツマス条約,原因>満洲・朝鮮権益||条約>ポーツマス条約||結果>韓国支配||影響>アジア民族運動,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Russo-Japanese+War,単一資料確認
大学受験・最重要,WH-000073,62,大学受験・最重要,事件・革命,辛亥革命,しんがいかくめい,,近代,東アジア,中国,革命・政体移行期,1911〜1912年,1911,1912,1911,exact_range,武昌蜂起から清朝皇帝退位・中華民国成立まで,4,time,起きたのはいつ？,1911〜1912年,,place,どこ？,中国。,,cause,なぜ起きた？,清の弱体化、列強支配への反発、鉄道国有化への不満、**孫文**ら革命派の民族・民権・民生の思想が広がった。,孫文,core,何が起きた？,武昌蜂起から各省が独立し、清朝が滅亡して**中華民国**が成立した。しかし袁世凱が権力を握り、安定した共和政は実現しなかった。,中華民国,「辛亥革命」について説明せよ。,1911〜1912年、清の弱体化と列強支配への反発を背景に、**孫文**らの革命運動と武昌蜂起で清朝が滅亡し、**中華民国**が成立した革命。,孫文|中華民国,関係人物>孫文||前提>清||結果>中華民国||影響>中華人民共和国,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/9-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Xinhai+Revolution,単一資料確認
大学受験・最重要,WH-000074,4,大学受験・最重要,戦争,第一次世界大戦,だいいちじせかいたいせん,第1次世界大戦,近代,複数地域,ヨーロッパを主戦場に西アジア・アフリカ・アジア太平洋,戦争期間,1914〜1918年,1914,1918,1914,exact_range,サラエヴォ事件後の開戦から休戦まで,4,time,戦われたのはいつ？,1914〜1918年,,place,主な舞台はどこ？,ヨーロッパを主戦場に、西アジア・アフリカ・アジア太平洋にも拡大した。,,cause,なぜ起きた？,帝国主義・軍拡・民族対立・同盟網が緊張を高め、**サラエヴォ事件**をきっかけに連鎖的に宣戦した。,サラエヴォ事件,core,何が起きた？,総力戦と塹壕戦で大量の犠牲が出て、ドイツ・オーストリア・オスマン・ロシアの帝国が崩壊し、**ヴェルサイユ体制**と民族自決が掲げられた。,ヴェルサイユ体制,「第一次世界大戦」について説明せよ。,1914〜1918年、帝国主義・軍拡・同盟対立を背景に**サラエヴォ事件**から始まり、総力戦で四帝国を崩壊させ、**ヴェルサイユ体制**へつながった世界戦争。,サラエヴォ事件|ヴェルサイユ体制,原因>帝国主義||事件>サラエヴォ事件||結果>帝国崩壊||終結>ヴェルサイユ体制,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/11-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=World+War+I,単一資料確認
