dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,domain,unit,subunit,item,reading,aliases,prerequisite_ids,time_sensitivity,reference_date,legal_basis,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000214,214,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,超過需要,ちょうかじゅよう,なし,PE-000210｜PE-000211,stable,該当なし,なし,PE-000214-C01,identify,ある価格で需要量が供給量を上回り、品不足が生じる状態。,次の説明に当てはまる用語は何か。ある価格で需要量が供給量を上回り、品不足が生じる状態。,超過需要,超過需要,ある価格で需要量が供給量を上回り、品不足が生じる状態。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000215,215,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,超過供給,ちょうかきょうきゅう,なし,PE-000210｜PE-000211,stable,該当なし,なし,PE-000215-C01,identify,ある価格で供給量が需要量を上回り、売れ残りが生じる状態。,次の説明に当てはまる用語は何か。ある価格で供給量が需要量を上回り、売れ残りが生じる状態。,超過供給,超過供給,ある価格で供給量が需要量を上回り、売れ残りが生じる状態。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000216,216,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,価格メカニズム,かかくめかにずむ,なし,PE-000212,stable,該当なし,なし,PE-000216-C01,identify,価格の変化が需要と供給を調整し、資源配分を導く仕組み。,次の説明に当てはまる用語は何か。価格の変化が需要と供給を調整し、資源配分を導く仕組み。,価格メカニズム,価格メカニズム,価格の変化が需要と供給を調整し、資源配分を導く仕組み。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000217,217,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,需要の価格弾力性,じゅようのかかくだんりょくせい,なし,PE-000210,stable,該当なし,なし,PE-000217-C01,formula,基本式,需要の価格弾力性の大きさを求める基本式を答えよ。,需要量の変化率の絶対値÷価格の変化率の絶対値,需要量の変化率の絶対値÷価格の変化率の絶対値｜需要量変化率÷価格変化率（絶対値）,価格が1％変化したとき、需要量が何％変化するかを示す指標。,なし,なし,需要の価格弾力性＝需要量の変化率の絶対値÷価格の変化率の絶対値,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000218,218,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,代替財,だいたいざい,なし,なし,stable,該当なし,なし,PE-000218-C01,identify,一方の代わりに他方を使える関係にある財。,次の説明に当てはまる用語は何か。一方の代わりに他方を使える関係にある財。,代替財,代替財,一方の代わりに他方を使える関係にある財。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000219,219,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,補完財,ほかんざい,なし,なし,stable,該当なし,なし,PE-000219-C01,identify,自動車とガソリンのように、組み合わせて消費される関係にある財。,次の説明に当てはまる用語は何か。自動車とガソリンのように、組み合わせて消費される関係にある財。,補完財,補完財,自動車とガソリンのように、組み合わせて消費される関係にある財。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000220,220,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,正常財,せいじょうざい,なし,なし,stable,該当なし,なし,PE-000220-C01,identify,他の条件が一定のとき、所得が増えると需要が増える財。,次の説明に当てはまる用語は何か。他の条件が一定のとき、所得が増えると需要が増える財。,正常財,正常財,他の条件が一定のとき、所得が増えると需要が増える財。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000221,221,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,劣等財,れっとうざい,なし,なし,stable,該当なし,なし,PE-000221-C01,identify,他の条件が一定のとき、所得が増えると需要が減る財。,次の説明に当てはまる用語は何か。他の条件が一定のとき、所得が増えると需要が減る財。,劣等財,劣等財,他の条件が一定のとき、所得が増えると需要が減る財。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000222,222,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,市場の失敗,しじょうのしっぱい,なし,PE-000196,stable,該当なし,なし,PE-000222-C01,identify,市場に任せるだけでは資源が効率的・公正に配分されない状態。,次の説明に当てはまる用語は何か。市場に任せるだけでは資源が効率的・公正に配分されない状態。,市場の失敗,市場の失敗,市場に任せるだけでは資源が効率的・公正に配分されない状態。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000223,223,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,外部経済,がいぶけいざい,なし,PE-000222,stable,該当なし,なし,PE-000223-C01,identify,ある主体の活動が、対価を受け取らず第三者へ利益を与えること。,次の説明に当てはまる用語は何か。ある主体の活動が、対価を受け取らず第三者へ利益を与えること。,外部経済,外部経済,ある主体の活動が、対価を受け取らず第三者へ利益を与えること。,外部不経済,外部経済は第三者への利益、外部不経済は第三者への損失。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000224,224,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,外部不経済,がいぶふけいざい,なし,PE-000222,stable,該当なし,なし,PE-000224-C01,identify,ある主体の活動が、補償せず第三者へ不利益や費用を与えること。,次の説明に当てはまる用語は何か。ある主体の活動が、補償せず第三者へ不利益や費用を与えること。,外部不経済,外部不経済,ある主体の活動が、補償せず第三者へ不利益や費用を与えること。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000225,225,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,公共財,こうきょうざい,なし,PE-000222,stable,該当なし,なし,PE-000225-C01,identify,非排除性と非競合性を持ち、市場では十分に供給されにくい財・サービス。,次の説明に当てはまる用語は何か。非排除性と非競合性を持ち、市場では十分に供給されにくい財・サービス。,公共財,公共財,非排除性と非競合性を持ち、市場では十分に供給されにくい財・サービス。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000226,226,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,非排除性,ひはいじょせい,なし,PE-000225,stable,該当なし,なし,PE-000226-C01,identify,対価を払わない人を財・サービスの利用から排除するのが難しい性質。,次の説明に当てはまる用語は何か。対価を払わない人を財・サービスの利用から排除するのが難しい性質。,非排除性,非排除性,対価を払わない人を財・サービスの利用から排除するのが難しい性質。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000227,227,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,非競合性,ひきょうごうせい,なし,PE-000225,stable,該当なし,なし,PE-000227-C01,identify,一人が利用しても、他の人の利用可能量がほとんど減らない性質。,次の説明に当てはまる用語は何か。一人が利用しても、他の人の利用可能量がほとんど減らない性質。,非競合性,非競合性,一人が利用しても、他の人の利用可能量がほとんど減らない性質。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000228,228,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,情報の非対称性,じょうほうのひたいしょうせい,なし,なし,stable,該当なし,なし,PE-000228-C01,identify,取引当事者の一方が、他方より多くの重要情報を持つ状態。,次の説明に当てはまる用語は何か。取引当事者の一方が、他方より多くの重要情報を持つ状態。,情報の非対称性,情報の非対称性,取引当事者の一方が、他方より多くの重要情報を持つ状態。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000229,229,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,逆選択,ぎゃくせんたく,なし,PE-000228,stable,該当なし,なし,PE-000229-C01,identify,取引前の情報格差により、質の悪い商品や高リスクの相手が市場に残りやすくなる問題。,次の説明に当てはまる用語は何か。取引前の情報格差により、質の悪い商品や高リスクの相手が市場に残りやすくなる問題。,逆選択,逆選択,取引前の情報格差により、質の悪い商品や高リスクの相手が市場に残りやすくなる問題。,モラル・ハザード,逆選択は契約前、モラル・ハザードは契約後の情報問題。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000230,230,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,モラル・ハザード,もらるはざーど,なし,PE-000228,stable,該当なし,なし,PE-000230-C01,identify,契約後に行動が観察しにくいため、当事者がリスクの高い行動を取りやすくなる問題。,次の説明に当てはまる用語は何か。契約後に行動が観察しにくいため、当事者がリスクの高い行動を取りやすくなる問題。,モラル・ハザード,モラル・ハザード,契約後に行動が観察しにくいため、当事者がリスクの高い行動を取りやすくなる問題。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000231,231,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,独占,どくせん,なし,なし,stable,該当なし,なし,PE-000231-C01,identify,一つの企業が市場の供給をほぼ支配する市場構造。,次の説明に当てはまる用語は何か。一つの企業が市場の供給をほぼ支配する市場構造。,独占,独占,一つの企業が市場の供給をほぼ支配する市場構造。,寡占,独占は一社、寡占は少数社が市場の大部分を占める。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000232,232,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,寡占,かせん,なし,なし,stable,該当なし,なし,PE-000232-C01,identify,少数の大企業が市場の大部分を占め、互いの行動を意識する市場構造。,次の説明に当てはまる用語は何か。少数の大企業が市場の大部分を占め、互いの行動を意識する市場構造。,寡占,寡占,少数の大企業が市場の大部分を占め、互いの行動を意識する市場構造。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,寡占=かせん
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000233,233,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,独占的競争,どくせんてききょうそう,なし,なし,stable,該当なし,なし,PE-000233-C01,identify,多数の企業が、差別化された商品を販売して競争する市場構造。,次の説明に当てはまる用語は何か。多数の企業が、差別化された商品を販売して競争する市場構造。,独占的競争,独占的競争,多数の企業が、差別化された商品を販売して競争する市場構造。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000234,234,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,カルテル,かるてる,なし,PE-000232,stable,該当なし,なし,PE-000234-C01,identify,複数企業が価格・生産量などを協定して競争を制限する行為。,次の説明に当てはまる用語は何か。複数企業が価格・生産量などを協定して競争を制限する行為。,カルテル,カルテル,複数企業が価格・生産量などを協定して競争を制限する行為。,なし,なし,なし,なし,なし,公正取引委員会「独占禁止法」,https://www.jftc.go.jp/dk/dkgaiyo/gaiyo.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000235,235,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,トラスト,とらすと,なし,なし,stable,該当なし,なし,PE-000235-C01,identify,同種企業が合併などで一体化し、市場支配力を強める企業結合。,次の説明に当てはまる用語は何か。同種企業が合併などで一体化し、市場支配力を強める企業結合。,トラスト,トラスト,同種企業が合併などで一体化し、市場支配力を強める企業結合。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000236,236,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,コンツェルン,こんつぇるん,なし,なし,stable,該当なし,なし,PE-000236-C01,identify,持株会社などを中心に、異業種を含む多数の企業が支配・系列化される企業集団。,次の説明に当てはまる用語は何か。持株会社などを中心に、異業種を含む多数の企業が支配・系列化される企業集団。,コンツェルン,コンツェルン,持株会社などを中心に、異業種を含む多数の企業が支配・系列化される企業集団。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000237,237,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,持株会社,もちかぶがいしゃ,なし,なし,stable,該当なし,なし,PE-000237-C01,identify,他社の株式を保有し、その会社の事業方針を支配することを主な目的とする会社。,次の説明に当てはまる用語は何か。他社の株式を保有し、その会社の事業方針を支配することを主な目的とする会社。,持株会社,持株会社,他社の株式を保有し、その会社の事業方針を支配することを主な目的とする会社。,なし,なし,なし,なし,なし,e-Gov法令検索「会社法」,https://elaws.e-gov.go.jp/document?lawid=417AC0000000086,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000238,238,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,独占禁止法,どくせんきんしほう,なし,PE-000222,law_as_of_date,2026-08-22,私的独占の禁止及び公正取引の確保に関する法律,PE-000238-C01,identify,私的独占・不当な取引制限・不公正な取引方法などを規制し、公正で自由な競争を促す法律。,2026年8月22日時点で、次の説明に当てはまる用語は何か。私的独占・不当な取引制限・不公正な取引方法などを規制し、公正で自由な競争を促す法律。,独占禁止法,独占禁止法,私的独占・不当な取引制限・不公正な取引方法などを規制し、公正で自由な競争を促す法律。,なし,なし,なし,なし,なし,公正取引委員会「独占禁止法」,https://www.jftc.go.jp/dk/dkgaiyo/gaiyo.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000239,239,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,公正取引委員会,こうせいとりひきいいんかい,なし,PE-000238,law_as_of_date,2026-08-22,独占禁止法第27条以下,PE-000239-C01,identify,独占禁止法を運用し、競争政策を担当する独立性の高い行政委員会。,2026年8月22日時点で、次の説明に当てはまる用語は何か。独占禁止法を運用し、競争政策を担当する独立性の高い行政委員会。,公正取引委員会,公正取引委員会,独占禁止法を運用し、競争政策を担当する独立性の高い行政委員会。,なし,なし,なし,なし,なし,公正取引委員会「独占禁止法」,https://www.jftc.go.jp/dk/dkgaiyo/gaiyo.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000240,240,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,規模の経済,きぼのけいざい,なし,なし,stable,該当なし,なし,PE-000240-C01,identify,生産規模を拡大すると、平均費用が低下する現象。,次の説明に当てはまる用語は何か。生産規模を拡大すると、平均費用が低下する現象。,規模の経済,規模の経済,生産規模を拡大すると、平均費用が低下する現象。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000241,241,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,自然独占,しぜんどくせん,なし,なし,stable,該当なし,なし,PE-000241-C01,identify,巨額の設備費などにより、一社で供給した方が平均費用が低くなる市場。,次の説明に当てはまる用語は何か。巨額の設備費などにより、一社で供給した方が平均費用が低くなる市場。,自然独占,自然独占,巨額の設備費などにより、一社で供給した方が平均費用が低くなる市場。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000242,242,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,株式会社,かぶしきがいしゃ,なし,なし,law_as_of_date,2026-08-22,会社法,PE-000242-C01,identify,株式を発行して資金を集め、出資者である株主が有限責任を負う会社形態。,2026年8月22日時点で、次の説明に当てはまる用語は何か。株式を発行して資金を集め、出資者である株主が有限責任を負う会社形態。,株式会社,株式会社,株式を発行して資金を集め、出資者である株主が有限責任を負う会社形態。,なし,なし,なし,なし,なし,e-Gov法令検索「会社法」,https://elaws.e-gov.go.jp/document?lawid=417AC0000000086,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000243,243,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,有限責任,ゆうげんせきにん,なし,PE-000242,stable,該当なし,なし,PE-000243-C01,identify,出資者が原則として出資額の範囲でのみ会社の債務リスクを負うこと。,次の説明に当てはまる用語は何か。出資者が原則として出資額の範囲でのみ会社の債務リスクを負うこと。,有限責任,有限責任,出資者が原則として出資額の範囲でのみ会社の債務リスクを負うこと。,なし,なし,なし,なし,なし,e-Gov法令検索「会社法」,https://elaws.e-gov.go.jp/document?lawid=417AC0000000086,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000244,244,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,所有と経営の分離,しょゆうとけいえいのぶんり,なし,PE-000242,stable,該当なし,なし,PE-000244-C01,identify,会社の所有者である株主と、実際に経営する取締役・経営者が分かれること。,次の説明に当てはまる用語は何か。会社の所有者である株主と、実際に経営する取締役・経営者が分かれること。,所有と経営の分離,所有と経営の分離,会社の所有者である株主と、実際に経営する取締役・経営者が分かれること。,なし,なし,なし,なし,なし,e-Gov法令検索「会社法」,https://elaws.e-gov.go.jp/document?lawid=417AC0000000086,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000245,245,Deck 1・骨格,政治・経済,経済,市場経済,経済の基本・企業,コーポレートガバナンス,こーぽれーとがばなんす,なし,PE-000244,stable,該当なし,なし,PE-000245-C01,identify,経営者を監督し、企業経営の適正性と透明性を確保する仕組み。,次の説明に当てはまる用語は何か。経営者を監督し、企業経営の適正性と透明性を確保する仕組み。,コーポレートガバナンス,コーポレートガバナンス,経営者を監督し、企業経営の適正性と透明性を確保する仕組み。,なし,なし,なし,なし,なし,e-Gov法令検索「会社法」,https://elaws.e-gov.go.jp/document?lawid=417AC0000000086,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000246,246,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国内総生産,こくないそうせいさん,GDP,なし,stable,該当なし,なし,PE-000246-C01,identify,一定期間に国内で新たに生産された財・サービスの付加価値の合計。,次の説明に当てはまる用語は何か。一定期間に国内で新たに生産された財・サービスの付加価値の合計。,国内総生産,国内総生産｜GDP,一定期間に国内で新たに生産された財・サービスの付加価値の合計。,国民総所得,GDPは国内で生産された付加価値、GNIは国民が受け取る所得。,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000247,247,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,名目国内総生産,めいもくこくないそうせいさん,名目GDP,PE-000246,stable,該当なし,なし,PE-000247-C01,identify,その年の市場価格で評価した国内総生産。,次の説明に当てはまる用語は何か。その年の市場価格で評価した国内総生産。,名目国内総生産,名目国内総生産｜名目GDP,その年の市場価格で評価した国内総生産。,実質国内総生産,名目は当年価格、実質は物価変動を除いた数量ベース。,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000248,248,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,実質国内総生産,じっしつこくないそうせいさん,実質GDP,PE-000246,stable,該当なし,なし,PE-000248-C01,identify,物価変動の影響を除き、基準年の価格などで評価した国内総生産。,次の説明に当てはまる用語は何か。物価変動の影響を除き、基準年の価格などで評価した国内総生産。,実質国内総生産,実質国内総生産｜実質GDP,物価変動の影響を除き、基準年の価格などで評価した国内総生産。,名目国内総生産,実質は物価変動を除き、名目は当年価格で測る。,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000249,249,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国内総生産デフレーター,こくないそうせいさんでふれーたー,GDPデフレーター,PE-000247｜PE-000248,stable,該当なし,なし,PE-000249-C01,formula,基本式,国内総生産デフレーターの基本式を答えよ。,名目GDP÷実質GDP×100,名目GDP÷実質GDP×100｜名目国内総生産÷実質国内総生産×100,国内総生産に含まれる財・サービス全体の物価変動を示す指数。,なし,なし,GDPデフレーター＝名目GDP÷実質GDP×100,指数,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000250,250,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,三面等価の原則,さんめんとうかのげんそく,なし,PE-000246,stable,該当なし,なし,PE-000250-C01,relation,三面の対応,国内総生産の三面等価で等しくなる三つの面を答えよ。,生産面・分配面・支出面,生産面・分配面・支出面｜生産・分配・支出,国内総生産を生産・分配・支出のどの面から測っても理論上同じ額になる原則。,なし,なし,生産面のGDP＝分配面のGDP＝支出面のGDP,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000251,251,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,生産面,せいさんめん,なし,PE-000250,stable,該当なし,なし,PE-000251-C01,identify,国内総生産を各産業が生み出した付加価値の合計として捉える面。,次の説明に当てはまる用語は何か。国内総生産を各産業が生み出した付加価値の合計として捉える面。,生産面,生産面,国内総生産を各産業が生み出した付加価値の合計として捉える面。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000252,252,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,分配面,ぶんぱいめん,なし,PE-000250,stable,該当なし,なし,PE-000252-C01,identify,国内総生産を賃金・利潤など生産から生じた所得の合計として捉える面。,次の説明に当てはまる用語は何か。国内総生産を賃金・利潤など生産から生じた所得の合計として捉える面。,分配面,分配面,国内総生産を賃金・利潤など生産から生じた所得の合計として捉える面。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000253,253,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,支出面,ししゅつめん,なし,PE-000250,stable,該当なし,なし,PE-000253-C01,formula,支出面GDPの基本式,支出面から見た国内総生産の基本式を、C・I・G・X・Mを用いて答えよ。,C＋I＋G＋（X－M）,C＋I＋G＋（X－M）｜C+I+G+(X-M),国内総生産を消費・投資・政府支出・純輸出など最終需要の合計として捉える面。,なし,なし,GDP＝民間消費C＋民間投資I＋政府支出G＋輸出X－輸入M,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000254,254,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国民総所得,こくみんそうしょとく,GNI,PE-000246,stable,該当なし,なし,PE-000254-C01,identify,国内総生産に海外からの純所得受取を加えた、国民が受け取った所得の総額。,次の説明に当てはまる用語は何か。国内総生産に海外からの純所得受取を加えた、国民が受け取った所得の総額。,国民総所得,国民総所得｜GNI,国内総生産に海外からの純所得受取を加えた、国民が受け取った所得の総額。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000255,255,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国民純所得,こくみんじゅんしょとく,NNI,PE-000254,stable,該当なし,なし,PE-000255-C01,identify,国民総所得から固定資本減耗を差し引いた所得。,次の説明に当てはまる用語は何か。国民総所得から固定資本減耗を差し引いた所得。,国民純所得,国民純所得｜NNI,国民総所得から固定資本減耗を差し引いた所得。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000256,256,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国民所得,こくみんしょとく,なし,なし,stable,該当なし,なし,PE-000256-C01,identify,国民が生産活動への参加によって得た雇用者報酬・財産所得・企業所得などの合計。,次の説明に当てはまる用語は何か。国民が生産活動への参加によって得た雇用者報酬・財産所得・企業所得などの合計。,国民所得,国民所得,国民が生産活動への参加によって得た雇用者報酬・財産所得・企業所得などの合計。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000257,257,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,経済成長,けいざいせいちょう,なし,なし,stable,該当なし,なし,PE-000257-C01,identify,一国の生産力や実質的な財・サービスの生産量が長期的に増えること。,次の説明に当てはまる用語は何か。一国の生産力や実質的な財・サービスの生産量が長期的に増えること。,経済成長,経済成長,一国の生産力や実質的な財・サービスの生産量が長期的に増えること。,なし,なし,なし,なし,なし,内閣府経済社会総合研究所「国民経済計算」,https://www.esri.cao.go.jp/jp/sna/menu.html,なし
