dataset_label,item_id,importance_rank,difficulty_label,unit,subunit,item,reading,aliases,prerequisite_ids,time_scale,spatial_scale,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
地学基礎 Deck1 全範囲最重要骨格,ES-000099,99,Deck1｜全範囲の最重要骨格,変動する地球,自然災害,液状化現象,えきじょうかげんしょう,なし,ES-000021,秒〜日,地域,ES-000099-C01,identify,用語の同定,水を多く含む緩い砂地盤が強い揺れで一時的に液体のようになる現象を何というか。,液状化現象,液状化現象,水を多く含む緩い砂地盤が強い揺れで一時的に液体のようになる現象。,地盤沈下,液状化は地震動で砂粒間の支えが失われて急に起こる。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000099,99,Deck1｜全範囲の最重要骨格,変動する地球,自然災害,液状化現象,えきじょうかげんしょう,なし,ES-000021,秒〜日,地域,ES-000099-C02,location,起こりやすい地盤,液状化現象が起こりやすいのは、どのような地盤か。,地下水位が高い緩い砂地盤,地下水位が高い緩い砂地盤｜水を多く含む緩い砂地盤,強い揺れで砂粒間の水圧が上がり、地盤が支持力を失いやすい。,地盤沈下,液状化は地震動で砂粒間の支えが失われて急に起こる。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000100,100,Deck1｜全範囲の最重要骨格,変動する地球,自然災害,ハザードマップ,はざーどまっぷ,防災地図,なし,該当なし,地域,ES-000100-C01,identify,用語の同定,洪水・土砂災害・津波・火山などの危険が想定される範囲や避難情報を示した地図を何というか。,ハザードマップ,ハザードマップ｜防災地図,洪水・土砂災害・津波・火山などの危険が想定される範囲や避難情報を示した地図。,被害予測図,危険の可能性を示すもので、実際の被害を確定する地図ではない。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000100,100,Deck1｜全範囲の最重要骨格,変動する地球,自然災害,ハザードマップ,はざーどまっぷ,防災地図,なし,該当なし,地域,ES-000100-C02,relation,読み方の原則,ハザードマップに危険区域として示されていない場所なら、災害は絶対に起こらないか。,絶対とはいえない,絶対とはいえない｜起こらないとは限らない,想定には限界があり、地図は危険度と避難準備の参考として使う。,被害予測図,危険の可能性を示すもので、実際の被害を確定する地図ではない。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000101,101,Deck1｜全範囲の最重要骨格,地球のすがた,惑星としての地球,ジオイド,じおいど,なし,なし,該当なし,地球規模,ES-000101-C01,identify,用語の同定,平均海面を陸地の下にも延長した、重力の向きに垂直な地球の基準面を何というか。,ジオイド,ジオイド,平均海面を陸地の下にも延長した、重力の向きに垂直な地球の基準面。,地球楕円体,ジオイドは重力に基づく凹凸のある面、地球楕円体は計算用の滑らかな面。,なし,なし,なし,国土地理院「ジオイドとは」,https://www.gsi.go.jp/buturisokuchi/grageo_geoid.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000102,102,Deck1｜全範囲の最重要骨格,地球のすがた,惑星としての地球,赤道半径,せきどうはんけい,なし,ES-000002,該当なし,地球規模,ES-000102-C01,scale,地球の大きさ,地球の赤道半径は約何kmか。,約6380 km,約6380 km｜6380 km｜約6378 km,赤道半径は約6380 kmで、極半径より約21 km大きい。,極半径,赤道半径の方が極半径より少し大きい。,なし,km,なし,国土地理院「世界測地系移行に関する質問集」,https://www.gsi.go.jp/LAW/G2000-g2000faq-1.htm,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000103,103,Deck1｜全範囲の最重要骨格,地球のすがた,惑星としての地球,極半径,きょくはんけい,なし,ES-000002,該当なし,地球規模,ES-000103-C01,scale,地球の大きさ,地球の極半径は約何kmか。,約6360 km,約6360 km｜6360 km｜約6357 km,極半径は約6360 kmで、赤道半径より少し小さい。,赤道半径,極半径の方が赤道半径より少し小さい。,なし,km,なし,国土地理院「世界測地系移行に関する質問集」,https://www.gsi.go.jp/LAW/G2000-g2000faq-1.htm,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000104,104,Deck1｜全範囲の最重要骨格,地球のすがた,惑星としての地球,エラトステネスの測定,えらとすてねすのそくてい,なし,なし,該当なし,地域,ES-000104-C01,identify,用語の同定,離れた2地点の太陽高度の差と地点間距離から地球の大きさを求める方法を何というか。,エラトステネスの測定,エラトステネスの測定,離れた2地点の太陽高度の差と地点間距離から地球の大きさを求める方法。,年周視差,エラトステネスの方法は太陽高度差で地球周長を求める。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000105,105,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,モホロビチッチ不連続面,もほろびちっちふれんぞくめん,モホ面｜モホ不連続面,ES-000005｜ES-000006,該当なし,地球規模,ES-000105-C01,identify,用語の同定,地殻とマントルの境界にある地震波速度の不連続面を何というか。,モホロビチッチ不連続面,モホロビチッチ不連続面｜モホ面｜モホ不連続面,地殻とマントルの境界にある地震波速度の不連続面。,グーテンベルク不連続面,モホ面は地殻とマントルの境界。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,不連続面=ふれんぞくめん
地学基礎 Deck1 全範囲最重要骨格,ES-000106,106,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,グーテンベルク不連続面,ぐーてんべるくふれんぞくめん,核・マントル境界,ES-000006｜ES-000007,該当なし,地球規模,ES-000106-C01,identify,用語の同定,深さ約2900 kmにあるマントルと外核の境界を何というか。,グーテンベルク不連続面,グーテンベルク不連続面｜核・マントル境界,深さ約2900 kmにあるマントルと外核の境界。,モホロビチッチ不連続面,グーテンベルク不連続面はマントルと外核の境界。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,不連続面=ふれんぞくめん
地学基礎 Deck1 全範囲最重要骨格,ES-000107,107,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,レーマン不連続面,れーまんふれんぞくめん,内核境界,ES-000007｜ES-000008,該当なし,地球規模,ES-000107-C01,identify,用語の同定,深さ約5100 kmにある外核と内核の境界を何というか。,レーマン不連続面,レーマン不連続面｜内核境界,深さ約5100 kmにある外核と内核の境界。,グーテンベルク不連続面,レーマン不連続面は外核と内核の境界。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,不連続面=ふれんぞくめん
地学基礎 Deck1 全範囲最重要骨格,ES-000108,108,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,大陸地殻,たいりくちかく,なし,ES-000005,万〜億年,地球規模,ES-000108-C01,identify,用語の同定,大陸を構成し、海洋地殻より一般に厚く密度が小さい地殻を何というか。,大陸地殻,大陸地殻,大陸を構成し、海洋地殻より一般に厚く密度が小さい地殻。,海洋地殻,大陸地殻は一般に厚く、花こう岩質の物質を多く含む。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,地殻=ちかく
地学基礎 Deck1 全範囲最重要骨格,ES-000109,109,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,海洋地殻,かいようちかく,なし,ES-000005,万〜億年,地球規模,ES-000109-C01,identify,用語の同定,海洋底を構成し、大陸地殻より一般に薄く密度が大きい地殻を何というか。,海洋地殻,海洋地殻,海洋底を構成し、大陸地殻より一般に薄く密度が大きい地殻。,大陸地殻,海洋地殻は一般に薄く、玄武岩・斑れい岩質。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,地殻=ちかく
地学基礎 Deck1 全範囲最重要骨格,ES-000110,110,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,かんらん岩,かんらんがん,橄欖岩,ES-000006,万〜億年,試料・露頭,ES-000110-C01,identify,用語の同定,上部マントルを主に構成する、かんらん石などに富む岩石を何というか。,かんらん岩,かんらん岩｜橄欖岩,上部マントルを主に構成する、かんらん石などに富む岩石。,玄武岩,かんらん岩は上部マントルの主要岩石、玄武岩は代表的な海洋地殻の火山岩。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,橄欖岩=かんらんがん
地学基礎 Deck1 全範囲最重要骨格,ES-000111,111,Deck1｜全範囲の最重要骨格,地球のすがた,地球内部の層構造,鉄・ニッケル,てつ・にっける,なし,ES-000007｜ES-000008,該当なし,地球規模,ES-000111-C01,identify,用語の同定,地球の外核と内核を主に構成する金属元素を何というか。,鉄・ニッケル,鉄・ニッケル,地球の外核と内核を主に構成する金属元素。,かんらん岩,核は主に鉄・ニッケル、マントルは主に岩石。,なし,なし,なし,地質調査総合センター「地球の構造」,https://www.gsj.jp/geology/geology-japan/geology-earth/index.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000112,112,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,物質の分化,ぶっしつのぶんか,なし,ES-000077,万〜億年,地球規模,ES-000112-C01,identify,用語の同定,初期地球が高温で溶け、重い物質が中心へ、軽い物質が表面側へ分かれた過程を何というか。,物質の分化,物質の分化,初期地球が高温で溶け、重い物質が中心へ、軽い物質が表面側へ分かれた過程。,風化,物質の分化は初期地球内部で密度差により層が分かれる過程。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000113,113,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,マントル対流,まんとるたいりゅう,なし,ES-000006,万〜億年,地球規模,ES-000113-C01,identify,用語の同定,地球内部の熱によって、マントル物質が長い時間をかけて循環する運動を何というか。,マントル対流,マントル対流,地球内部の熱によって、マントル物質が長い時間をかけて循環する運動。,大気の大循環,マントル対流は固体のマントルが地質学的時間で流動する。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000114,114,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,プルーム,ぷるーむ,なし,ES-000113,万〜億年,地球規模,ES-000114-C01,identify,用語の同定,マントル内部を大規模に上昇または下降する柱状の流れを何というか。,プルーム,プルーム,マントル内部を大規模に上昇または下降する柱状の流れ。,マントル対流,プルームはマントル対流のうち大規模な上昇流・下降流。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000115,115,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,ホットスポット,ほっとすぽっと,なし,ES-000114,万〜億年,地域,ES-000115-C01,identify,用語の同定,プレート境界から離れていても、深部からの高温物質の上昇で火山活動が続く場所を何というか。,ホットスポット,ホットスポット,プレート境界から離れていても、深部からの高温物質の上昇で火山活動が続く場所。,火山フロント,ホットスポットはプレート境界から離れることがあり、火山フロントは沈み込み帯に沿う。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000116,116,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,島弧,とうこ,なし,ES-000020,万〜億年,地域,ES-000116-C01,identify,用語の同定,海洋プレートの沈み込み帯に沿って弧状に並ぶ島々や火山帯を何というか。,島弧,島弧,海洋プレートの沈み込み帯に沿って弧状に並ぶ島々や火山帯。,海嶺,島弧は主に沈み込み帯、海嶺は発散境界にできる。,なし,なし,なし,地質調査総合センター「日本列島の地質と構造」,https://www.gsj.jp/geology/geology-japan/geology-japan/index.html,島弧=とうこ
地学基礎 Deck1 全範囲最重要骨格,ES-000117,117,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,大陸衝突,たいりくしょうとつ,なし,ES-000013｜ES-000016,万〜億年,地域,ES-000117-C01,identify,用語の同定,二つの大陸プレートがぶつかり、地殻が厚くなって大山脈などを形成する現象を何というか。,大陸衝突,大陸衝突,二つの大陸プレートがぶつかり、地殻が厚くなって大山脈などを形成する現象。,沈み込み,大陸どうしは密度が小さく沈み込みにくいため、衝突して地殻が厚くなる。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000118,118,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,海洋底拡大,かいようていかくだい,海底拡大,ES-000015｜ES-000018,万〜億年,地球規模,ES-000118-C01,identify,用語の同定,海嶺で新しい海洋地殻が生まれ、海洋底が両側へ広がる現象を何というか。,海洋底拡大,海洋底拡大｜海底拡大,海嶺で新しい海洋地殻が生まれ、海洋底が両側へ広がる現象。,沈み込み,海洋底拡大では海嶺で新しい海洋プレートが形成される。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,海洋底=かいようてい
地学基礎 Deck1 全範囲最重要骨格,ES-000119,119,Deck1｜全範囲の最重要骨格,地球のすがた,地震活動,海溝型地震,かいこうがたじしん,プレート境界地震,ES-000019｜ES-000020｜ES-000021,秒〜日,複数尺度,ES-000119-C01,identify,用語の同定,沈み込む海洋プレートと上盤側プレートの境界付近で起こる大規模な地震を何というか。,海溝型地震,海溝型地震｜プレート境界地震,沈み込む海洋プレートと上盤側プレートの境界付近で起こる大規模な地震。,内陸地殻内地震,海溝型地震は主にプレート境界、内陸地殻内地震は陸側プレート内部。,なし,なし,なし,地震調査研究推進本部「地震・津波の用語集」,https://www.jishin.go.jp/main/yogo/c.htm,海溝=かいこう
地学基礎 Deck1 全範囲最重要骨格,ES-000120,120,Deck1｜全範囲の最重要骨格,地球のすがた,地震活動,内陸地殻内地震,ないりくちかくないじしん,内陸型地震｜活断層型地震,ES-000021,秒〜日,地域,ES-000120-C01,identify,用語の同定,陸側プレートの浅い地殻内部で、活断層のずれなどにより起こる地震を何というか。,内陸地殻内地震,内陸地殻内地震｜内陸型地震｜活断層型地震,陸側プレートの浅い地殻内部で、活断層のずれなどにより起こる地震。,海溝型地震,内陸地殻内地震は陸側プレート内部の比較的浅い場所で起こる。,なし,なし,なし,地震調査研究推進本部「地震・津波の用語集」,https://www.jishin.go.jp/main/yogo/c.htm,地殻=ちかく
地学基礎 Deck1 全範囲最重要骨格,ES-000121,121,Deck1｜全範囲の最重要骨格,地球のすがた,地震活動,活断層,かつだんそう,なし,ES-000092,数十〜数千年,地域,ES-000121-C01,identify,用語の同定,最近の地質時代に繰り返し活動し、将来も活動する可能性がある断層を何というか。,活断層,活断層,最近の地質時代に繰り返し活動し、将来も活動する可能性がある断層。,震源断層,活断層は地表付近に残る地質構造、震源断層は特定の地震で実際にずれた地下の断層面。,なし,なし,なし,地震調査研究推進本部「地震・津波の用語集」,https://www.jishin.go.jp/main/yogo/c.htm,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000122,122,Deck1｜全範囲の最重要骨格,地球のすがた,地震活動,弾性反発説,だんせいはんぱつせつ,なし,ES-000021,複数尺度,地域,ES-000122-C01,identify,用語の同定,岩盤にひずみが蓄積し、限界を超えると断層が急にずれて弾性変形が戻ることで地震が起こるという考えを何というか。,弾性反発説,弾性反発説,岩盤にひずみが蓄積し、限界を超えると断層が急にずれて弾性変形が戻ることで地震が起こるという考え。,なし,なし,なし,なし,なし,地震調査研究推進本部「地震・津波の用語集」,https://www.jishin.go.jp/main/yogo/c.htm,弾性反発=だんせいはんぱつ
地学基礎 Deck1 全範囲最重要骨格,ES-000123,123,Deck1｜全範囲の最重要骨格,地球のすがた,地震活動,震源断層,しんげんだんそう,なし,ES-000021｜ES-000092,秒〜日,地域,ES-000123-C01,identify,用語の同定,一つの地震で実際にずれ動き、地震波を発生させた地下の断層面を何というか。,震源断層,震源断層,一つの地震で実際にずれ動き、地震波を発生させた地下の断層面。,活断層,震源断層は特定の地震で破壊した面を指す。,なし,なし,なし,地震調査研究推進本部「地震・津波の用語集」,https://www.jishin.go.jp/main/yogo/c.htm,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000124,124,Deck1｜全範囲の最重要骨格,変動する地球,地質構造,正断層,せいだんそう,なし,ES-000092,複数尺度,試料・露頭,ES-000124-C01,identify,用語の同定,引っ張る力により、上盤が下盤に対して相対的に下がる断層を何というか。,正断層,正断層,引っ張る力により、上盤が下盤に対して相対的に下がる断層。,逆断層,正断層は上盤が相対的に下がる。,なし,なし,なし,地質調査総合センター「地質図の見方」,https://www.gsj.jp/geology/geomap/geomap-view/index.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000125,125,Deck1｜全範囲の最重要骨格,変動する地球,地質構造,逆断層,ぎゃくだんそう,なし,ES-000092,複数尺度,試料・露頭,ES-000125-C01,identify,用語の同定,圧縮する力により、上盤が下盤に対して相対的に上がる断層を何というか。,逆断層,逆断層,圧縮する力により、上盤が下盤に対して相対的に上がる断層。,正断層,逆断層は上盤が相対的に上がる。,なし,なし,なし,地質調査総合センター「地質図の見方」,https://www.gsj.jp/geology/geomap/geomap-view/index.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000126,126,Deck1｜全範囲の最重要骨格,変動する地球,地質構造,横ずれ断層,よこずれだんそう,なし,ES-000092,複数尺度,試料・露頭,ES-000126-C01,identify,用語の同定,断層面を境に両側の岩盤が主に水平方向へずれる断層を何というか。,横ずれ断層,横ずれ断層,断層面を境に両側の岩盤が主に水平方向へずれる断層。,正断層,横ずれ断層は主な変位が水平方向。,なし,なし,なし,地質調査総合センター「地質図の見方」,https://www.gsj.jp/geology/geomap/geomap-view/index.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000127,127,Deck1｜全範囲の最重要骨格,変動する地球,地質構造,背斜,はいしゃ,なし,ES-000093,万〜億年,試料・露頭,ES-000127-C01,identify,用語の同定,褶曲した地層が上向きに凸となる構造を何というか。,背斜,背斜,褶曲した地層が上向きに凸となる構造。,向斜,背斜は上向きに凸、向斜は下向きに凸。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,背斜=はいしゃ
地学基礎 Deck1 全範囲最重要骨格,ES-000128,128,Deck1｜全範囲の最重要骨格,変動する地球,地質構造,向斜,こうしゃ,なし,ES-000093,万〜億年,試料・露頭,ES-000128-C01,identify,用語の同定,褶曲した地層が下向きに凸となる構造を何というか。,向斜,向斜,褶曲した地層が下向きに凸となる構造。,背斜,向斜は下向きに凸、背斜は上向きに凸。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,向斜=こうしゃ
地学基礎 Deck1 全範囲最重要骨格,ES-000129,129,Deck1｜全範囲の最重要骨格,地球のすがた,プレートの運動,付加体,ふかたい,なし,ES-000020,万〜億年,地域,ES-000129-C01,identify,用語の同定,海洋プレート上の堆積物などが沈み込まず、陸側プレートの縁に付け加わった地質体を何というか。,付加体,付加体,海洋プレート上の堆積物などが沈み込まず、陸側プレートの縁に付け加わった地質体。,火山弧,付加体は海洋底堆積物などが陸側へはぎ取られてできる。,なし,なし,なし,地質調査総合センター「日本列島の地質と構造」,https://www.gsj.jp/geology/geology-japan/geology-japan/index.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000130,130,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,変成作用,へんせいさよう,なし,なし,万〜億年,試料・露頭,ES-000130-C01,identify,用語の同定,岩石が溶けずに、熱や圧力によって鉱物組成や組織を変える作用を何というか。,変成作用,変成作用,岩石が溶けずに、熱や圧力によって鉱物組成や組織を変える作用。,融解,変成作用では岩石は基本的に溶けない。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,変成作用=へんせいさよう
地学基礎 Deck1 全範囲最重要骨格,ES-000131,131,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,変成岩,へんせいがん,なし,ES-000130,万〜億年,試料・露頭,ES-000131-C01,identify,用語の同定,既存の岩石が変成作用を受けてできた岩石を何というか。,変成岩,変成岩,既存の岩石が変成作用を受けてできた岩石。,火成岩,変成岩は固体状態で変化し、火成岩はマグマが固まってできる。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,変成岩=へんせいがん
地学基礎 Deck1 全範囲最重要骨格,ES-000132,132,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,接触変成作用,せっしょくへんせいさよう,なし,ES-000032｜ES-000130,万〜億年,地域,ES-000132-C01,identify,用語の同定,貫入したマグマの熱を主因として、その周囲の岩石が受ける変成作用を何というか。,接触変成作用,接触変成作用,貫入したマグマの熱を主因として、その周囲の岩石が受ける変成作用。,広域変成作用,接触変成作用は主にマグマの熱による局地的な変成。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000133,133,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,広域変成作用,こういきへんせいさよう,なし,ES-000130,万〜億年,地域,ES-000133-C01,identify,用語の同定,造山帯など広い範囲で、高い圧力と温度により起こる変成作用を何というか。,広域変成作用,広域変成作用,造山帯など広い範囲で、高い圧力と温度により起こる変成作用。,接触変成作用,広域変成作用は造山運動に伴い広範囲で起こる。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000134,134,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,結晶質石灰岩,けっしょうしつせっかいがん,大理石｜マーブル,ES-000132,万〜億年,試料・露頭,ES-000134-C01,identify,用語の同定,石灰岩が接触変成作用を受け、方解石が再結晶してできる変成岩を何というか。,結晶質石灰岩,結晶質石灰岩｜大理石｜マーブル,石灰岩が接触変成作用を受け、方解石が再結晶してできる変成岩。,石灰岩,結晶質石灰岩は石灰岩が再結晶した変成岩。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,結晶質石灰岩=けっしょうしつせっかいがん
地学基礎 Deck1 全範囲最重要骨格,ES-000135,135,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,ホルンフェルス,ほるんふぇるす,なし,ES-000132,万〜億年,試料・露頭,ES-000135-C01,identify,用語の同定,泥岩などが接触変成作用を受けて硬く緻密になった変成岩を何というか。,ホルンフェルス,ホルンフェルス,泥岩などが接触変成作用を受けて硬く緻密になった変成岩。,片麻岩,ホルンフェルスは主に接触変成、片麻岩は主に広域変成。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000136,136,Deck1｜全範囲の最重要骨格,地球のすがた,変成岩,片麻岩,へんまがん,なし,ES-000133,万〜億年,試料・露頭,ES-000136-C01,identify,用語の同定,高温・高圧の広域変成作用で、明暗の縞状構造が発達した変成岩を何というか。,片麻岩,片麻岩,高温・高圧の広域変成作用で、明暗の縞状構造が発達した変成岩。,ホルンフェルス,片麻岩には鉱物の分離による縞状構造が発達する。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,片麻岩=へんまがん
地学基礎 Deck1 全範囲最重要骨格,ES-000137,137,Deck1｜全範囲の最重要骨格,地球のすがた,火山活動,火山フロント,かざんふろんと,火山前線,ES-000020｜ES-000031,万〜億年,日本列島,ES-000137-C01,identify,用語の同定,沈み込み帯で、海溝とほぼ平行に火山が並ぶ帯の海溝側の限界を何というか。,火山フロント,火山フロント｜火山前線,沈み込み帯で、海溝とほぼ平行に火山が並ぶ帯の海溝側の限界。,ホットスポット,火山フロントは沈み込み帯に沿う。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000138,138,Deck1｜全範囲の最重要骨格,地球のすがた,火山活動,ホットスポット火山,ほっとすぽっとかざん,なし,ES-000115,万〜億年,地域,ES-000138-C01,identify,用語の同定,ホットスポット上で、移動するプレートを突き抜けて形成される火山を何というか。,ホットスポット火山,ホットスポット火山,ホットスポット上で、移動するプレートを突き抜けて形成される火山。,島弧火山,ホットスポット火山はプレート境界から離れて形成されることがある。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000139,139,Deck1｜全範囲の最重要骨格,地球のすがた,火山地形,カルデラ,かるでら,なし,ES-000031,複数尺度,地域,ES-000139-C01,identify,用語の同定,大規模噴火後の陥没などで生じる、火口よりはるかに大きいくぼ地を何というか。,カルデラ,カルデラ,大規模噴火後の陥没などで生じる、火口よりはるかに大きいくぼ地。,火口,カルデラは一般に火口より大きく、陥没で形成されることが多い。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000140,140,Deck1｜全範囲の最重要骨格,地球のすがた,火山地形,盾状火山,たてじょうかざん,なし,ES-000031｜ES-000036,万〜億年,地域,ES-000140-C01,identify,用語の同定,粘性の低い玄武岩質溶岩が広く流れ、傾斜の緩い形になった火山を何というか。,盾状火山,盾状火山,粘性の低い玄武岩質溶岩が広く流れ、傾斜の緩い形になった火山。,成層火山,盾状火山は緩斜面、成層火山は比較的急な円錐形。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,盾状火山=たてじょうかざん
