dataset_label,term_id,importance_rank,difficulty_label,word,part_of_speech,meaning,accepted_answers,example_sentence,example_translation
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000736,736,Deck 2｜受験基礎,indirectly,副詞,間接的に,間接的に|遠回しに,The policy may indirectly influence important family decisions.,その政策は家族の重要な決定に間接的に影響するかもしれない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000737,737,Deck 2｜受験基礎,consist,動詞,〜から成る,〜から成る|〜にある,The course consists of lectures and weekly discussions.,その講座は講義と毎週の討論から成る。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000738,738,Deck 2｜受験基礎,threat,名詞,脅威,脅威|脅迫|兆し,Air pollution is a serious threat to public health.,大気汚染は公衆衛生に対する深刻な脅威である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000739,739,Deck 2｜受験基礎,forecast,動詞・名詞,将来の動向を予測する,将来の動向を予測する|〜を予報する|予測|予報,Experts forecast further growth in renewable energy use.,専門家は再生可能エネルギー利用がさらに増えると予測している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000740,740,Deck 2｜受験基礎,core,名詞・形容詞,中心部分,中心部分|核心|中核の,Trust lies at the core of a strong community.,信頼は強い地域社会の中心部分にある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000741,741,Deck 2｜受験基礎,digital,形容詞,デジタル方式の,デジタル方式の|数字で表す,Digital records are easier to search and copy.,デジタル方式の記録は検索や複製がしやすい。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000742,742,Deck 2｜受験基礎,version,名詞,異なる版・型,異なる版・型|説明の仕方,The updated version includes several useful new features.,更新版にはいくつかの便利な新機能が含まれている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000743,743,Deck 2｜受験基礎,consume,動詞,〜を消費する,〜を消費する|〜を食べる|〜を使い尽くす,Modern office buildings consume large amounts of electrical energy.,現代のオフィスビルは大量の電気エネルギーを消費する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000744,744,Deck 2｜受験基礎,fulfill,動詞,〜を果たす,〜を果たす|〜を実現する|満たす,The organization fulfilled its promise to publish the results.,その組織は結果を公表するという約束を果たした。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000745,745,Deck 2｜受験基礎,crime,名詞,法律に反する行為,法律に反する行為|犯罪|罪,The city introduced new measures to prevent violent crime.,市は暴力犯罪を防ぐため新しい対策を導入した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000746,746,Deck 2｜受験基礎,equivalent,形容詞・名詞,同等の,同等の|相当するもの,One hour of practice is not equivalent to one hour of study.,1時間の練習は1時間の勉強と同等ではない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000747,747,Deck 2｜受験基礎,respectively,副詞,前に挙げた順にそれぞれ,前に挙げた順にそれぞれ|それぞれ,"The two teams finished first and second, respectively.",その二つのチームは、それぞれ1位と2位になった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000748,748,Deck 2｜受験基礎,volume,名詞,まとまった量,まとまった量|体積|音量|一巻,The volume of online trade increased rapidly last year.,オンライン取引の量は昨年急速に増加した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000749,749,Deck 2｜受験基礎,convey,動詞,〜を伝達する,〜を伝達する|〜を運ぶ,A simple image can convey a complex idea clearly.,単純な画像でも複雑な考えを明確に伝達できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000750,750,Deck 2｜受験基礎,impress,動詞,〜に強い印象を与える,〜に強い印象を与える|感心させる,Her clear explanation impressed everyone at the meeting.,彼女の明確な説明は会議の全員に強い印象を与えた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000751,751,Deck 2｜受験基礎,currency,名詞,流通する通貨,流通する通貨|通貨|通用・流通,The local currency lost value during the crisis.,その国の通貨は危機の間に価値を失った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000752,752,Deck 2｜受験基礎,ethical,形容詞,倫理にかなった,倫理にかなった|倫理上の,Researchers must make ethical decisions when working with people.,研究者は人を対象に研究するとき、倫理にかなった判断をしなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000753,753,Deck 2｜受験基礎,welfare,名詞,人々の福祉,人々の福祉|幸福|生活保護,The policy aims to improve the welfare of older people.,その政策は高齢者の福祉を改善することを目指している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000754,754,Deck 2｜受験基礎,cooperate,動詞,協力して取り組む,協力して取り組む|協力する,The two schools cooperated to organize the event.,その2校は行事を企画するため協力して取り組んだ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000755,755,Deck 2｜受験基礎,precisely,副詞,きっかりと,きっかりと|正確に|まさに,The meeting began precisely at nine in the morning.,会議は午前9時きっかりに始まった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000756,756,Deck 2｜受験基礎,induce,動詞,〜を誘発する,〜を誘発する|〜するよう説得する,Lack of sleep can induce serious errors in judgment.,睡眠不足は判断上の重大な誤りを誘発することがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000757,757,Deck 2｜受験基礎,disaster,名詞,大きな災害,大きな災害|大失敗,The flood became the worst natural disaster in decades.,その洪水は数十年で最悪の自然災害となった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000758,758,Deck 2｜受験基礎,extreme,形容詞・名詞,極端な,極端な|極度の|極端な状態,Extreme weather events are becoming increasingly frequent worldwide.,極端な気象現象が世界中でますます頻繁になっている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000759,759,Deck 2｜受験基礎,assumption,名詞,根拠として置く仮定,根拠として置く仮定|思い込み,The plan is based on the assumption that prices will remain stable.,その計画は物価が安定し続けるという仮定に基づいている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000760,760,Deck 2｜受験基礎,decline,動詞・名詞,低下する,低下する|減少する|断る|低下,The birth rate has declined steadily in recent years.,出生率は近年着実に低下している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000761,761,Deck 2｜受験基礎,inherit,動詞,〜を受け継ぐ,〜を受け継ぐ|〜を相続する,Children may inherit certain traits from their parents.,子どもは両親から特定の特徴を受け継ぐことがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000762,762,Deck 2｜受験基礎,disease,名詞,病気・疾患,病気・疾患,Early treatment can prevent the disease from becoming severe.,早期治療はその病気が重症化するのを防げる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000763,763,Deck 2｜受験基礎,atmosphere,名詞,場の雰囲気・大気,場の雰囲気・大気|空気,The small cafe has a warm and relaxed atmosphere.,その小さなカフェには温かく落ち着いた雰囲気がある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000764,764,Deck 2｜受験基礎,federal,形容詞,連邦政府の,連邦政府の|連邦制の,The federal government announced a new environmental policy.,連邦政府は新しい環境政策を発表した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000765,765,Deck 2｜受験基礎,hence,副詞,それゆえに,それゆえに|今から|この理由で,"The evidence was weak; hence, the conclusion was cautious.",証拠が弱かったため、それゆえ結論は慎重なものになった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000766,766,Deck 2｜受験基礎,exclude,動詞,〜を除外する,〜を除外する|〜を締め出す,The study excluded participants under eighteen years old.,その研究は18歳未満の参加者を除外した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000767,767,Deck 2｜受験基礎,interfere,動詞,干渉して妨げる,干渉して妨げる|口出しする,Noise can interfere with our ability to concentrate.,騒音は私たちが集中する能力を妨げることがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000768,768,Deck 2｜受験基礎,distribution,名詞,分配・分布,分配・分布|流通,The map shows the distribution of rainfall across the country.,その地図は国全体の降水量の分布を示している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000769,769,Deck 2｜受験基礎,boundary,名詞,境界線,境界線|限界,The river forms a natural boundary between the two regions.,その川は二つの地域の自然な境界線をなしている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000770,770,Deck 2｜受験基礎,historical,形容詞,歴史的事実に関する,歴史的事実に関する|歴史上の,The novel is based on a real historical event.,その小説は実際の歴史的出来事に基づいている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000771,771,Deck 2｜受験基礎,exhibit,動詞・名詞,〜を示す（特徴など）,〜を示す（特徴など）|〜を展示する|展示品,The material exhibits unusual strength at low temperatures.,その素材は低温で並外れた強さを示す。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000772,772,Deck 2｜受験基礎,invest,動詞,投資する,投資する|〜を投入する,The company invested heavily in cleaner technology for its factories.,その会社は自社工場向けの環境負荷が低い技術に多額の投資をした。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000773,773,Deck 2｜受験基礎,election,名詞,選挙,選挙|当選,Citizens will choose a new mayor in the election.,市民はその選挙で新しい市長を選ぶ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000774,774,Deck 2｜受験基礎,civilization,名詞,文明,文明|文明社会,Writing played a major role in the development of civilization.,文字は文明の発展で大きな役割を果たした。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000775,775,Deck 2｜受験基礎,identical,形容詞,完全に同一の,完全に同一の|うり二つの,The two samples were identical in size and shape.,その二つの試料は大きさと形が完全に同一だった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000776,776,Deck 2｜受験基礎,furthermore,副詞,さらにその上,さらにその上|そのうえ,"The plan is affordable; furthermore, it can be implemented quickly.",その計画は手頃であり、さらにその上すぐに実施できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000777,777,Deck 2｜受験基礎,committee,名詞,委員会,委員会|委員一同,The committee meets monthly to review safety measures.,委員会は安全対策を見直すため毎月会合を開く。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000778,778,Deck 2｜受験基礎,guarantee,動詞・名詞,〜を保証する,〜を保証する|保証,Money alone cannot guarantee a truly happy life.,お金だけでは本当に幸せな人生を保証できない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000779,779,Deck 2｜受験基礎,isolate,動詞,〜を孤立させる,〜を孤立させる|〜を分離する,The researchers isolated one factor from the others.,研究者たちは一つの要因を他の要因から分離した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000780,780,Deck 2｜受験基礎,employee,名詞,雇われて働く従業員,雇われて働く従業員|被用者,Every new employee receives basic workplace safety training.,新しい従業員は全員、基本的な職場安全訓練を受ける。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000781,781,Deck 2｜受験基礎,indirect,形容詞,間接的な,間接的な|遠回りの,The policy had an indirect effect on employment.,その政策は雇用に間接的な影響を与えた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000782,782,Deck 2｜受験基礎,component,名詞,全体を作る構成部分,全体を作る構成部分|部品|成分,Trust is a key component of a healthy relationship.,信頼は健全な関係を作る主要な構成部分である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000783,783,Deck 2｜受験基礎,implement,動詞,〜を実施に移す,〜を実施に移す|〜を履行する,The city implemented new rules to reduce waste.,市はごみを減らすため新しい規則を実施に移した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000784,784,Deck 2｜受験基礎,negotiate,動詞,交渉する,交渉する|〜を取り決める,The two sides negotiated for several weeks before reaching agreement.,双方は合意に達する前に数週間交渉した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000785,785,Deck 2｜受験基礎,employer,名詞,人を雇う側,人を雇う側|雇用主,Responsible employers must provide a safe working environment.,責任ある雇用主は安全な労働環境を提供しなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000786,786,Deck 2｜受験基礎,nonetheless,副詞,それでもなお,それでもなお|にもかかわらず,"The evidence was limited; nonetheless, the conclusion was reasonable.",証拠は限られていたが、それでもなお結論は妥当だった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000787,787,Deck 2｜受験基礎,industrial,形容詞,産業・工業の,産業・工業の|工業化した,The river was heavily polluted by nearby industrial waste.,その川は近隣の産業廃棄物によってひどく汚染された。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000788,788,Deck 2｜受験基礎,consumption,名詞,消費量・消費行為,消費量・消費行為|摂取,Energy consumption falls when buildings are properly insulated.,建物が適切に断熱されるとエネルギー消費量は減少する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000789,789,Deck 2｜受験基礎,impose,動詞,〜を課す,〜を課す|〜を押しつける,The government imposed a tax on harmful products.,政府は有害な製品に税を課した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000790,790,Deck 2｜受験基礎,persist,動詞,長く持続する,長く持続する|固執する,The problem may persist unless its cause is removed.,原因が取り除かれない限り、その問題は長く続くかもしれない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000791,791,Deck 2｜受験基礎,equality,名詞,権利・扱いの平等,権利・扱いの平等|等しさ,The movement fought for equality before the law.,その運動は法の下の平等を求めて闘った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000792,792,Deck 2｜受験基礎,corporation,名詞,法人企業,法人企業|法人,The corporation employs thousands of skilled people worldwide.,その法人企業は世界中で何千人もの熟練者を雇用している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000793,793,Deck 2｜受験基礎,inevitable,形容詞,避けることのできない,避けることのできない|必然的な,Some social change is inevitable as society develops.,社会が発展するにつれ、ある程度の社会変化は避けられない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000794,794,Deck 2｜受験基礎,incorporate,動詞,〜を組み込む,〜を組み込む|〜を法人化する,The revised plan incorporates suggestions from local residents.,修正された計画には地域住民の提案が組み込まれている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000795,795,Deck 2｜受験基礎,possess,動詞,〜を所有している,〜を所有している|〜を備えている,Humans possess a remarkable ability to learn languages.,人間は言語を学ぶ注目すべき能力を備えている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000796,796,Deck 2｜受験基礎,evolution,名詞,長期的な進化,長期的な進化|段階的発展,The book traces the evolution of modern communication.,その本は現代の意思疎通手段の長期的な発展をたどっている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000797,797,Deck 2｜受験基礎,regardless,副詞,〜に関係なく,〜に関係なく|それでも,Everyone deserves respect regardless of age or background.,年齢や経歴に関係なく、誰もが尊重されるに値する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000798,798,Deck 2｜受験基礎,democracy,名詞,民主主義,民主主義|民主国家,Free elections are an essential feature of democracy.,自由な選挙は民主主義の不可欠な特徴である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000799,799,Deck 2｜受験基礎,inner,形容詞,内側の・内面的な,内側の・内面的な|中心部の,The story gradually reveals the character's deep inner conflict.,その物語は登場人物の深い内面的葛藤を徐々に明らかにする。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000800,800,Deck 2｜受験基礎,justify,動詞,〜を正当化する,〜を正当化する|〜の根拠を示す,No evidence can justify treating other people unfairly.,どんな証拠も他人を不当に扱うことを正当化できない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000801,801,Deck 2｜受験基礎,purchase,動詞・名詞,〜を購入する,〜を購入する|購入品,Customers can conveniently purchase tickets through the official website.,利用者は公式ウェブサイトを通じて簡単に券を購入できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000802,802,Deck 2｜受験基礎,expense,名詞,支出する費用,支出する費用|出費|犠牲,Travel expenses were higher than the company expected.,旅費は会社の予想より高かった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000803,803,Deck 2｜受験基礎,discipline,名詞・動詞,規律・学問分野,規律・学問分野|訓練|〜をしつける,"Scientific research requires patience, discipline, and careful judgment.",科学研究には忍耐、規律、そして慎重な判断が必要である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000804,804,Deck 2｜受験基礎,intellectual,形容詞・名詞,知的な,知的な|知識人,The job offers both practical and intellectual challenges.,その仕事には実務的課題と知的課題の両方がある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000805,805,Deck 2｜受験基礎,participate,動詞,参加する,参加する|関与する,More than two hundred students participated in the survey.,200人を超える学生がその調査に参加した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000806,806,Deck 2｜受験基礎,regard,動詞・名詞,〜とみなす,〜とみなす|〜を考慮する|敬意,Many people regard education as a basic right.,多くの人は教育を基本的権利とみなしている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000807,807,Deck 2｜受験基礎,expert,名詞・形容詞,専門家,専門家|熟練した,The museum consulted an expert on ancient materials.,博物館は古代の素材について専門家に相談した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000808,808,Deck 2｜受験基礎,diversity,名詞,種類や背景の多様さ,種類や背景の多様さ|多様性|相違点の豊富さ,Cultural diversity can bring new ideas to a community.,文化的多様性は地域社会に新しい考えをもたらしうる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000809,809,Deck 2｜受験基礎,likewise,副詞,同じく,同じく|同様に,"The first method was effective, and the second was likewise successful.",最初の方法は効果的で、二つ目も同じく成功した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000810,810,Deck 2｜受験基礎,intense,形容詞,非常に強烈な,非常に強烈な|集中した,The athletes trained under intense pressure before the competition.,選手たちは大会前、非常に強い重圧のもとで練習した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000811,811,Deck 2｜受験基礎,perceive,動詞,〜を知覚する,〜を知覚する|〜と認識する,People often perceive the same color slightly differently.,人は同じ色をわずかに異なって知覚することが多い。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000812,812,Deck 2｜受験基礎,emotion,名詞,感情の動き,感情の動き|感情,Music can express emotions that words cannot convey.,音楽は言葉では伝えられない感情を表現できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000813,813,Deck 2｜受験基礎,regulate,動詞,〜を規制・調整する,〜を規制・調整する|〜を整える,National laws regulate how companies collect personal information.,国内法は企業が個人情報を集める方法を規制している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000814,814,Deck 2｜受験基礎,export,名詞・動詞,輸出・輸出品,輸出・輸出品|〜を輸出する,Cars remain one of the country's major exports.,自動車はその国の主要輸出品の一つであり続けている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000815,815,Deck 2｜受験基礎,estate,名詞,財産・土地,財産・土地|地所|遺産,She left most of her estate to a local charity.,彼女は財産の大部分を地元の慈善団体に残した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000816,816,Deck 2｜受験基礎,moral,形容詞・名詞,道徳上の,道徳上の|倫理的な|教訓,The decision raises a difficult moral question for society.,その決定は社会に難しい道徳上の問題を提起する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000817,817,Deck 2｜受験基礎,proceed,動詞,先へ進む,先へ進む|続行する,"After checking the equipment, we proceeded with the experiment.",機器を確認した後、私たちは実験を続行した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000818,818,Deck 2｜受験基礎,reinforce,動詞,〜を補強する,〜を補強する|〜をさらに強める|〜を強化する,Steel bars reinforce the walls during strong earthquakes.,鋼鉄の棒が強い地震の際に壁を補強する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000819,819,Deck 2｜受験基礎,foundation,名詞,物事の土台・財団,物事の土台・財団|基礎,Basic literacy provides a foundation for further learning.,基本的な読み書き能力はさらなる学習の土台となる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000820,820,Deck 2｜受験基礎,ethics,名詞,倫理・道徳原則,倫理・道徳原則|倫理学,Medical ethics guides difficult decisions about patient treatment.,医療倫理は患者の治療に関する難しい決定を導く。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000821,821,Deck 2｜受験基礎,prohibit,動詞,〜を禁止する,〜を禁止する|〜を妨げる,The law prohibits companies from sharing private data without permission.,法律は企業が許可なく個人データを共有することを禁止している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000822,822,Deck 2｜受験基礎,principal,形容詞・名詞,第一の・主要な,第一の・主要な|校長|元金,The principal cause of the accident was human error.,その事故の第一の原因は人為的な誤りだった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000823,823,Deck 2｜受験基礎,resist,動詞,〜に抵抗する,〜に抵抗する|〜を我慢する,Some harmful bacteria can resist commonly used medicines.,一部の有害な細菌は、一般に使われる薬に抵抗性を示すことがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000824,824,Deck 2｜受験基礎,fuel,名詞・動詞,燃料,燃料|〜をあおる,The new engine uses less fuel than the old one.,新しいエンジンは古いものより少ない燃料で動く。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000825,825,Deck 2｜受験基礎,exception,名詞,例外,例外|除外,Every rule has at least one possible exception.,どの規則にも少なくとも一つは例外がありうる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000826,826,Deck 2｜受験基礎,react,動詞,反応を示す,反応を示す|反応する,Young children often react strongly to sudden changes.,幼い子どもは突然の変化に強く反応することが多い。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000827,827,Deck 2｜受験基礎,restore,動詞,〜を元の状態に戻す,〜を元の状態に戻す|〜を復活させる,The town restored the old bridge after the flood.,町は洪水後、その古い橋を元の状態に戻した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000828,828,Deck 2｜受験基礎,household,名詞・形容詞,一つの世帯,一つの世帯|家庭の,The average household now uses considerably less electricity.,平均的な世帯は現在、かなり少ない電力を使用している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000829,829,Deck 2｜受験基礎,psychological,形容詞,心理面の,心理面の|心理学の,Long social isolation can have serious psychological effects.,長期の社会的孤立は深刻な心理的影響を与えることがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000830,830,Deck 2｜受験基礎,extensive,形容詞,広範囲に及ぶ,広範囲に及ぶ|大規模な,The report is based on extensive research and interviews.,その報告書は広範囲に及ぶ研究と聞き取りに基づいている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000831,831,Deck 2｜受験基礎,facility,名詞,特定目的の施設,特定目的の施設|設備|能力,The new sports facility is open to local residents.,その新しいスポーツ施設は地域住民に開放されている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000832,832,Deck 2｜受験基礎,recover,動詞,回復する,回復する|〜を取り戻す,The local economy slowly recovered after the disaster.,地域経済は災害後ゆっくり回復した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000833,833,Deck 2｜受験基礎,restrain,動詞,〜を抑制する,〜を抑制する|〜を制止する,Strong laws can effectively restrain harmful business practices.,強力な法律は有害な商慣行を効果的に抑制できる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000834,834,Deck 2｜受験基礎,implication,名詞,暗に含まれる意味・影響,暗に含まれる意味・影響|含意,The discovery has important implications for medical treatment.,その発見は医療に重要な影響を及ぼす。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000835,835,Deck 2｜受験基礎,religious,形容詞,宗教に関する,宗教に関する|信仰心の厚い,The city contains many historically important religious buildings.,その都市には歴史的に重要な宗教建築が多くある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000836,836,Deck 2｜受験基礎,finance,名詞・動詞,財政・金融,財政・金融|資金|〜に融資する,The course teaches the basic principles of personal finance.,その講座では、個人のお金の管理に関する基本原則を教える。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000837,837,Deck 2｜受験基礎,retain,動詞,〜を保持する,〜を保持する|〜を記憶している|雇い続ける,The soil retains water even during dry periods.,その土壌は乾燥期でも水を保持する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000838,838,Deck 2｜受験基礎,settle,動詞,〜に決着をつける,〜に決着をつける|定住する|落ち着く,The agreement settled the dispute between the two companies.,その合意は二社間の争いに決着をつけた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000839,839,Deck 2｜受験基礎,innovation,名詞,新しい発想による革新,新しい発想による革新|新機軸,Technological innovation can create entirely new global industries.,技術革新はまったく新しい世界規模の産業を生み出すことがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000840,840,Deck 2｜受験基礎,gender,名詞,社会的な性別,社会的な性別|文法上の性,The study examined differences in pay by gender.,その研究は社会的な性別による賃金差を調べた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000841,841,Deck 2｜受験基礎,representative,形容詞・名詞,代表的な,代表的な|代表者,This village is representative of the wider region.,この村はより広い地域を代表する典型例である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000842,842,Deck 2｜受験基礎,secure,動詞・形容詞,〜を確保する,〜を確保する|安全な|しっかり固定された,The team secured enough funding to continue its research.,そのチームは研究を続けるのに十分な資金を確保した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000843,843,Deck 2｜受験基礎,sustain,動詞,〜を長く持続させる,〜を長く持続させる|〜を支える|耐える,The region cannot sustain rapid growth without more water.,その地域は水を増やさずに急速な成長を長く持続させることはできない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000844,844,Deck 2｜受験基礎,insurance,名詞,損失に備える保険,損失に備える保険|保険料,Health insurance covers part of the treatment cost.,健康保険は治療費の一部を負担する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000845,845,Deck 2｜受験基礎,genetic,形容詞,遺伝に関する,遺伝に関する|遺伝子の,Some diseases are influenced by both genetic and environmental factors.,一部の病気は遺伝要因と環境要因の両方に影響される。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000846,846,Deck 2｜受験基礎,gene,名詞,遺伝子,遺伝子,A single gene can influence several physical traits.,一つの遺伝子が複数の身体的特徴に影響することがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000847,847,Deck 2｜受験基礎,sensitive,形容詞,変化などに敏感な,変化などに敏感な|傷つきやすい|慎重を要する,Young plants are sensitive to sudden temperature changes.,若い植物は急な温度変化に敏感である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000848,848,Deck 2｜受験基礎,intelligence,名詞,知能・理解力,知能・理解力|情報活動,Intelligence involves more than the ability to remember facts.,知能には事実を記憶する能力以上のものが含まれる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000849,849,Deck 2｜受験基礎,shift,動詞・名詞,移行する,移行する|〜を移す|変化|勤務時間帯,Public attention gradually shifted from cost to safety.,世間の関心は費用から安全性へ徐々に移行した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000850,850,Deck 2｜受験基礎,target,動詞・名詞,〜を対象にする,〜を対象にする|目標|標的,The campaign targets young people who rarely exercise.,その運動はめったに運動しない若者を対象にしている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000851,851,Deck 2｜受験基礎,interaction,名詞,相互作用・交流,相互作用・交流|やり取り,Language develops naturally through interaction with other people.,言語は他者との交流を通して自然に発達する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000852,852,Deck 2｜受験基礎,severe,形容詞,非常に厳しい,非常に厳しい|深刻な|激しい,The area suffered severe damage during the storm.,その地域は嵐の間に非常に深刻な被害を受けた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000853,853,Deck 2｜受験基礎,literature,名詞,文学・研究文献,文学・研究文献|文献資料,The course introduces students to modern Japanese literature.,その講座は学生に現代日本文学を紹介する。
